invoice_no,customer_id,country,invoice_date,invoice_month,total_quantity,order_revenue,unique_products
547697,14348,United Kingdom,2011-03-24 16:23:00,2011-03,183,409.57,18
547698,15304,United Kingdom,2011-03-24 16:30:00,2011-03,4,51.0,1
547702,14911,EIRE,2011-03-24 16:45:00,2011-03,114,415.45,16
547703,12540,Spain,2011-03-24 17:10:00,2011-03,512,1140.76,34
547705,14056,United Kingdom,2011-03-24 18:20:00,2011-03,164,229.49,25
547706,12901,United Kingdom,2011-03-24 18:25:00,2011-03,1108,2278.8,3
547707,18008,United Kingdom,2011-03-24 18:28:00,2011-03,300,585.0,1
547708,17450,United Kingdom,2011-03-24 18:34:00,2011-03,4168,11343.199999999999,13
547709,18109,United Kingdom,2011-03-24 18:43:00,2011-03,61,279.73,25
547712,16905,United Kingdom,2011-03-24 19:31:00,2011-03,80,380.98,27
547713,16458,United Kingdom,2011-03-25 08:41:00,2011-03,106,157.7,11
547714,15815,United Kingdom,2011-03-25 08:43:00,2011-03,252,427.0,10
547715,12520,Germany,2011-03-25 08:50:00,2011-03,128,246.54,17
547716,16833,United Kingdom,2011-03-25 08:52:00,2011-03,134,344.41,13
547717,16833,United Kingdom,2011-03-25 08:53:00,2011-03,12,17.4,1
547718,17450,United Kingdom,2011-03-25 09:39:00,2011-03,24,57.599999999999994,1
547719,14404,United Kingdom,2011-03-25 10:05:00,2011-03,146,307.5,8
547720,14209,United Kingdom,2011-03-25 10:08:00,2011-03,84,420.6,19
547721,13000,United Kingdom,2011-03-25 10:14:00,2011-03,230,256.78,19
547722,12553,France,2011-03-25 10:19:00,2011-03,264,357.90999999999997,23
547724,13468,United Kingdom,2011-03-25 10:42:00,2011-03,34,102.69999999999999,7
547726,16029,United Kingdom,2011-03-25 10:49:00,2011-03,216,465.84000000000003,3
547727,16029,United Kingdom,2011-03-25 10:50:00,2011-03,552,878.16,4
547728,16029,United Kingdom,2011-03-25 10:51:00,2011-03,96,146.88,2
547729,15529,United Kingdom,2011-03-25 10:52:00,2011-03,344,366.18,62
547730,14796,United Kingdom,2011-03-25 11:01:00,2011-03,220,349.51,51
547762,13695,United Kingdom,2011-03-25 11:31:00,2011-03,46,83.14,5
547772,17979,United Kingdom,2011-03-25 11:34:00,2011-03,81,231.77,52
547785,13097,United Kingdom,2011-03-25 11:41:00,2011-03,323,878.02,74
547786,14587,United Kingdom,2011-03-25 11:44:00,2011-03,106,180.06,46
547787,13139,United Kingdom,2011-03-25 11:57:00,2011-03,210,409.5,5
547789,14911,EIRE,2011-03-25 12:04:00,2011-03,533,750.37,43
547790,12545,Spain,2011-03-25 12:04:00,2011-03,346,628.15,34
547792,17979,United Kingdom,2011-03-25 12:07:00,2011-03,2,9.9,1
547793,14758,United Kingdom,2011-03-25 12:10:00,2011-03,158,654.75,28
547794,14085,United Kingdom,2011-03-25 12:13:00,2011-03,220,207.21,27
547795,14536,United Kingdom,2011-03-25 12:21:00,2011-03,40,171.8,18
547796,14646,Netherlands,2011-03-25 12:34:00,2011-03,731,1407.86,13
547799,17139,United Kingdom,2011-03-25 12:48:00,2011-03,502,708.66,21
547800,14504,United Kingdom,2011-03-25 12:55:00,2011-03,36,134.56,22
547801,14107,United Kingdom,2011-03-25 12:57:00,2011-03,418,554.18,28
547803,13662,United Kingdom,2011-03-25 13:23:00,2011-03,175,227.70000000000002,17
547804,16817,United Kingdom,2011-03-25 13:30:00,2011-03,8,6.8,1
547805,13327,United Kingdom,2011-03-25 13:35:00,2011-03,194,474.05,21
547809,12748,United Kingdom,2011-03-25 13:54:00,2011-03,168,185.1,31
547811,17368,United Kingdom,2011-03-25 14:01:00,2011-03,215,194.92000000000002,17
547812,18102,United Kingdom,2011-03-25 14:06:00,2011-03,1336,5513.32,4
547814,13452,United Kingdom,2011-03-25 14:19:00,2011-03,1,295.0,1
547815,13520,Switzerland,2011-03-25 14:19:00,2011-03,227,490.78000000000003,13
547816,12748,United Kingdom,2011-03-25 14:30:00,2011-03,9,25.25,9
547817,17946,United Kingdom,2011-03-25 14:34:00,2011-03,9,17.549999999999997,3
547818,12748,United Kingdom,2011-03-25 14:39:00,2011-03,33,76.2,11
547819,12748,United Kingdom,2011-03-25 14:45:00,2011-03,42,94.19,13
547820,13743,United Kingdom,2011-03-25 14:46:00,2011-03,156,141.72,6
547821,12621,Germany,2011-03-25 14:50:00,2011-03,484,960.0,5
547822,12668,Germany,2011-03-25 14:53:00,2011-03,522,1444.8,49
547825,12778,Netherlands,2011-03-25 15:01:00,2011-03,104,155.65,9
547826,18078,United Kingdom,2011-03-25 15:08:00,2011-03,100,197.94,21
547828,16618,United Kingdom,2011-03-25 15:18:00,2011-03,242,354.65999999999997,9
547829,16081,United Kingdom,2011-03-25 15:24:00,2011-03,241,410.53,20
547832,17511,United Kingdom,2011-03-25 16:25:00,2011-03,2379,3962.06,22
547833,16780,United Kingdom,2011-03-25 17:34:00,2011-03,99,161.89,15
547834,17937,United Kingdom,2011-03-27 10:16:00,2011-03,252,633.6,7
547835,15465,United Kingdom,2011-03-27 10:18:00,2011-03,51,485.45,5
547837,17243,United Kingdom,2011-03-27 10:26:00,2011-03,119,266.55,14
547839,12916,United Kingdom,2011-03-27 10:54:00,2011-03,280,649.78,20
547840,15133,United Kingdom,2011-03-27 10:56:00,2011-03,206,324.70000000000005,7
547841,16923,United Kingdom,2011-03-27 11:02:00,2011-03,298,520.13,38
547842,13875,United Kingdom,2011-03-27 11:14:00,2011-03,168,343.03000000000003,12
547843,18273,United Kingdom,2011-03-27 11:22:00,2011-03,20,51.0,1
547844,15045,United Kingdom,2011-03-27 11:44:00,2011-03,38,388.9,4
547845,16434,United Kingdom,2011-03-27 11:51:00,2011-03,57,121.95,4
547846,18071,United Kingdom,2011-03-27 11:59:00,2011-03,103,194.05,11
547850,14472,United Kingdom,2011-03-27 12:06:00,2011-03,216,311.57,61
547860,17625,United Kingdom,2011-03-27 12:21:00,2011-03,382,549.68,89
547861,16701,United Kingdom,2011-03-27 12:36:00,2011-03,232,353.3,10
547862,12841,United Kingdom,2011-03-27 12:54:00,2011-03,121,190.5,21
547863,12728,France,2011-03-27 13:07:00,2011-03,61,164.05,8
547864,15716,United Kingdom,2011-03-27 13:10:00,2011-03,101,115.26,16
547866,14878,United Kingdom,2011-03-27 13:21:00,2011-03,181,197.89,14
547867,13357,United Kingdom,2011-03-27 13:56:00,2011-03,322,609.95,85
547870,13668,United Kingdom,2011-03-27 14:18:00,2011-03,75,173.77,20
547871,16931,United Kingdom,2011-03-27 14:28:00,2011-03,158,277.43,49
547872,16777,United Kingdom,2011-03-27 14:34:00,2011-03,50,177.25,35
547873,13240,United Kingdom,2011-03-27 15:33:00,2011-03,74,218.34,23
547874,14476,United Kingdom,2011-03-27 15:39:00,2011-03,132,215.7,17
547875,13408,United Kingdom,2011-03-27 15:40:00,2011-03,350,612.38,13
547876,16638,United Kingdom,2011-03-27 15:41:00,2011-03,38,254.0,11
547877,14573,United Kingdom,2011-03-27 15:46:00,2011-03,41,165.82999999999998,20
547878,15939,United Kingdom,2011-03-27 16:01:00,2011-03,170,131.3,3
547879,12877,United Kingdom,2011-03-27 16:03:00,2011-03,60,83.16000000000001,5
547880,15426,United Kingdom,2011-03-27 16:05:00,2011-03,106,251.56,34
547881,13110,United Kingdom,2011-03-27 16:08:00,2011-03,67,192.34,31
547882,14911,EIRE,2011-03-28 07:53:00,2011-03,745,539.0,39
547883,14755,United Kingdom,2011-03-28 08:40:00,2011-03,184,307.76,17
547884,13481,United Kingdom,2011-03-28 09:07:00,2011-03,471,665.28,43
547885,17314,United Kingdom,2011-03-28 09:16:00,2011-03,88,220.8,7
547886,13652,United Kingdom,2011-03-28 09:21:00,2011-03,178,329.44,20
547887,16245,United Kingdom,2011-03-28 09:30:00,2011-03,258,453.98,30
547888,13368,United Kingdom,2011-03-28 09:59:00,2011-03,315,588.0,28
547890,17227,United Kingdom,2011-03-28 10:03:00,2011-03,100,223.9,6
547891,13266,United Kingdom,2011-03-28 10:14:00,2011-03,401,302.21999999999997,19
547892,12669,France,2011-03-28 10:15:00,2011-03,848,1136.3,69
547893,13552,United Kingdom,2011-03-28 10:25:00,2011-03,23,191.25,5
547894,13552,United Kingdom,2011-03-28 10:26:00,2011-03,160,277.8,9
547895,18118,United Kingdom,2011-03-28 10:52:00,2011-03,42,113.14,24
547896,17841,United Kingdom,2011-03-28 11:34:00,2011-03,119,246.61,58
547897,12792,Portugal,2011-03-28 11:36:00,2011-03,217,400.53999999999996,25
547898,16523,United Kingdom,2011-03-28 11:49:00,2011-03,108,374.7,14
547900,13649,United Kingdom,2011-03-28 11:51:00,2011-03,72,148.8,8
547902,17765,United Kingdom,2011-03-28 11:58:00,2011-03,44,121.25,19
547903,15039,United Kingdom,2011-03-28 11:59:00,2011-03,245,407.09,36
547906,14410,United Kingdom,2011-03-28 12:13:00,2011-03,129,215.07,64
547907,15083,United Kingdom,2011-03-28 12:18:00,2011-03,38,88.2,5
547909,15033,United Kingdom,2011-03-28 12:22:00,2011-03,117,179.73,34
547910,14159,United Kingdom,2011-03-28 12:23:00,2011-03,402,458.87,116
547911,14127,United Kingdom,2011-03-28 12:25:00,2011-03,36,137.6,9
547912,18010,United Kingdom,2011-03-28 12:27:00,2011-03,60,174.8,14
547914,12594,Italy,2011-03-28 12:35:00,2011-03,163,297.5,13
547918,15249,United Kingdom,2011-03-28 12:49:00,2011-03,478,1001.82,60
547919,13760,United Kingdom,2011-03-28 12:52:00,2011-03,96,135.09,28
547920,14730,United Kingdom,2011-03-28 12:52:00,2011-03,87,116.41,24
547921,14766,United Kingdom,2011-03-28 13:28:00,2011-03,466,628.66,39
547922,15624,United Kingdom,2011-03-28 13:32:00,2011-03,54,183.9,10
547923,14344,United Kingdom,2011-03-28 13:35:00,2011-03,23,82.55000000000001,4
547924,17749,United Kingdom,2011-03-28 13:39:00,2011-03,257,369.01,22
547925,12481,Germany,2011-03-28 13:57:00,2011-03,425,602.86,28
547926,12481,Germany,2011-03-28 13:59:00,2011-03,268,229.48,10
547931,12594,Italy,2011-03-28 14:01:00,2011-03,1,28.0,1
547934,12474,Germany,2011-03-28 14:07:00,2011-03,157,257.2,17
547935,15874,United Kingdom,2011-03-28 14:19:00,2011-03,44,240.35,8
547936,15874,United Kingdom,2011-03-28 14:23:00,2011-03,23,56.05,12
547937,15068,United Kingdom,2011-03-28 14:27:00,2011-03,130,239.95999999999998,39
547938,13901,United Kingdom,2011-03-28 14:33:00,2011-03,244,433.9,23
547939,15611,United Kingdom,2011-03-28 14:42:00,2011-03,10,127.5,1
547940,16814,United Kingdom,2011-03-28 14:43:00,2011-03,187,460.23,22
547941,16692,United Kingdom,2011-03-28 14:46:00,2011-03,151,1267.5,2
547942,14538,United Kingdom,2011-03-28 14:57:00,2011-03,30,106.5,3
547944,12971,United Kingdom,2011-03-28 14:59:00,2011-03,49,106.95,3
547945,14851,United Kingdom,2011-03-28 14:59:00,2011-03,139,206.13,14
547946,12971,United Kingdom,2011-03-28 14:59:00,2011-03,36,116.4,3
547947,15032,United Kingdom,2011-03-28 15:03:00,2011-03,1310,2188.5,22
547949,14021,United Kingdom,2011-03-28 15:10:00,2011-03,54,198.89999999999998,3
547960,15644,United Kingdom,2011-03-28 15:27:00,2011-03,95,184.57,45
547962,12957,United Kingdom,2011-03-28 15:38:00,2011-03,251,330.51,24
547963,13037,United Kingdom,2011-03-28 15:42:00,2011-03,158,250.42000000000002,15
547965,15809,United Kingdom,2011-03-28 15:47:00,2011-03,58,63.42,4
547969,17238,United Kingdom,2011-03-28 16:27:00,2011-03,145,250.76,37
547970,17238,United Kingdom,2011-03-28 16:28:00,2011-03,1,4.95,1
547971,17917,United Kingdom,2011-03-28 16:37:00,2011-03,75,119.55,32
547972,12557,Spain,2011-03-28 16:41:00,2011-03,550,817.5,5
547985,16455,United Kingdom,2011-03-29 08:43:00,2011-03,196,413.7,19
547986,18177,United Kingdom,2011-03-29 08:46:00,2011-03,79,169.05,10
547987,17428,United Kingdom,2011-03-29 09:11:00,2011-03,436,444.52,29
547990,15589,United Kingdom,2011-03-29 09:53:00,2011-03,94,263.58,16
547991,15589,United Kingdom,2011-03-29 09:54:00,2011-03,24,30.0,1
548003,18044,United Kingdom,2011-03-29 10:39:00,2011-03,140,289.25,18
548005,14128,United Kingdom,2011-03-29 10:49:00,2011-03,269,305.54,22
548006,18226,United Kingdom,2011-03-29 10:50:00,2011-03,235,428.05,22
548007,13769,United Kingdom,2011-03-29 10:51:00,2011-03,133,300.75,17
548010,14646,Netherlands,2011-03-29 11:04:00,2011-03,1070,2527.94,15
548011,14646,Netherlands,2011-03-29 11:14:00,2011-03,11116,15719.56,89
548012,17377,United Kingdom,2011-03-29 11:15:00,2011-03,118,317.56,13
548013,17874,United Kingdom,2011-03-29 11:25:00,2011-03,48,65.16000000000001,4
548014,17719,United Kingdom,2011-03-29 11:29:00,2011-03,437,579.83,39
548016,16871,United Kingdom,2011-03-29 11:39:00,2011-03,36,35.04,2
548017,16871,United Kingdom,2011-03-29 11:42:00,2011-03,203,357.25,21
548033,14441,United Kingdom,2011-03-29 12:01:00,2011-03,108,356.84000000000003,13
548038,15696,United Kingdom,2011-03-29 12:03:00,2011-03,140,317.9,18
548144,13798,United Kingdom,2011-03-29 12:29:00,2011-03,164,328.2,2
548148,17931,United Kingdom,2011-03-29 12:31:00,2011-03,164,297.2,49
548150,17315,United Kingdom,2011-03-29 12:55:00,2011-03,144,142.28,19
548151,13803,United Kingdom,2011-03-29 12:57:00,2011-03,121,277.07,17
548152,17398,United Kingdom,2011-03-29 13:04:00,2011-03,182,305.68,19
548153,15129,United Kingdom,2011-03-29 13:05:00,2011-03,368,304.4,13
548154,17675,United Kingdom,2011-03-29 13:06:00,2011-03,173,465.7,21
548156,14871,United Kingdom,2011-03-29 13:22:00,2011-03,38,108.2,20
548157,14298,United Kingdom,2011-03-29 13:27:00,2011-03,920,1518.0,14
548158,15906,United Kingdom,2011-03-29 13:28:00,2011-03,92,341.93,28
548159,15906,United Kingdom,2011-03-29 13:32:00,2011-03,16,69.4,4
548160,16253,United Kingdom,2011-03-29 13:33:00,2011-03,1340,1700.4,53
548169,14680,United Kingdom,2011-03-29 13:48:00,2011-03,1250,2106.46,29
548170,15290,United Kingdom,2011-03-29 13:53:00,2011-03,111,280.85,9
548171,16422,United Kingdom,2011-03-29 13:58:00,2011-03,1215,963.01,14
548172,15738,United Kingdom,2011-03-29 14:13:00,2011-03,253,328.15,13
548176,13439,United Kingdom,2011-03-29 14:20:00,2011-03,242,283.71,54
548177,12888,United Kingdom,2011-03-29 14:31:00,2011-03,52,272.76,4
548178,14367,United Kingdom,2011-03-29 14:35:00,2011-03,321,504.61,27
548185,15628,United Kingdom,2011-03-29 14:58:00,2011-03,173,371.83000000000004,22
548186,13777,United Kingdom,2011-03-29 15:02:00,2011-03,254,539.3,8
548188,13263,United Kingdom,2011-03-29 15:12:00,2011-03,174,243.81,52
548189,16607,United Kingdom,2011-03-29 15:15:00,2011-03,163,141.41,11
548190,17511,United Kingdom,2011-03-29 15:18:00,2011-03,42,258.18,3
548192,17364,United Kingdom,2011-03-29 15:22:00,2011-03,137,247.45000000000002,23
548196,16011,United Kingdom,2011-03-29 15:44:00,2011-03,63,118.55,8
548197,13588,United Kingdom,2011-03-29 15:53:00,2011-03,48,113.30000000000001,8
548198,16712,United Kingdom,2011-03-29 16:05:00,2011-03,133,351.01,50
548199,16945,United Kingdom,2011-03-29 16:12:00,2011-03,222,287.04,20
548202,16980,United Kingdom,2011-03-29 16:36:00,2011-03,370,346.6,9
548208,14189,United Kingdom,2011-03-29 17:12:00,2011-03,224,314.1,18
548210,14606,United Kingdom,2011-03-29 17:23:00,2011-03,132,338.40999999999997,40
548211,14646,Netherlands,2011-03-30 09:06:00,2011-03,1208,1807.04,16
548212,12456,Switzerland,2011-03-30 09:12:00,2011-03,445,940.1700000000001,41
548213,15521,United Kingdom,2011-03-30 09:15:00,2011-03,433,475.69,33
548214,13720,United Kingdom,2011-03-30 09:17:00,2011-03,204,266.2,17
548215,15674,United Kingdom,2011-03-30 09:19:00,2011-03,198,355.12,19
548216,12971,United Kingdom,2011-03-30 09:27:00,2011-03,36,91.8,1
548217,17616,United Kingdom,2011-03-30 09:31:00,2011-03,32,81.6,1
548218,13999,United Kingdom,2011-03-30 09:36:00,2011-03,214,301.48,16
548222,17306,United Kingdom,2011-03-30 10:16:00,2011-03,308,396.59999999999997,3
548223,17306,United Kingdom,2011-03-30 10:18:00,2011-03,144,152.64000000000001,1
548234,17594,United Kingdom,2011-03-30 10:32:00,2011-03,220,315.0,14
548242,16218,United Kingdom,2011-03-30 10:34:00,2011-03,126,216.3,8
548245,12823,United Kingdom,2011-03-30 10:36:00,2011-03,60,459.0,1
548255,13078,United Kingdom,2011-03-30 10:46:00,2011-03,115,383.07,17
548256,17775,United Kingdom,2011-03-30 10:50:00,2011-03,72,56.4,3
548257,13802,United Kingdom,2011-03-30 10:54:00,2011-03,1104,2161.32,28
548258,14146,United Kingdom,2011-03-30 11:04:00,2011-03,260,662.3,30
548259,14099,United Kingdom,2011-03-30 11:12:00,2011-03,236,244.13,28
548260,15373,United Kingdom,2011-03-30 11:18:00,2011-03,48,176.21,21
548267,16954,United Kingdom,2011-03-30 11:32:00,2011-03,58,180.38000000000002,3
548276,17863,United Kingdom,2011-03-30 11:39:00,2011-03,416,481.2,18
548289,13988,United Kingdom,2011-03-30 11:48:00,2011-03,426,631.06,43
548293,13798,United Kingdom,2011-03-30 11:51:00,2011-03,628,1012.6,10
548308,17220,United Kingdom,2011-03-30 12:00:00,2011-03,204,417.75,60
548309,16657,United Kingdom,2011-03-30 12:02:00,2011-03,463,242.55,65
548311,13728,United Kingdom,2011-03-30 12:05:00,2011-03,92,183.0,12
548312,16059,United Kingdom,2011-03-30 12:12:00,2011-03,144,384.45,47
548313,15353,United Kingdom,2011-03-30 12:15:00,2011-03,212,465.37,48
548314,16949,United Kingdom,2011-03-30 12:24:00,2011-03,77,127.78999999999999,9
548315,16019,United Kingdom,2011-03-30 12:34:00,2011-03,60,303.32,7
548316,17929,United Kingdom,2011-03-30 12:35:00,2011-03,24,238.79999999999998,1
548317,18179,United Kingdom,2011-03-30 12:43:00,2011-03,250,270.26,18
548318,13113,United Kingdom,2011-03-30 12:45:00,2011-03,121,453.05,6
548319,14180,United Kingdom,2011-03-30 12:48:00,2011-03,38,245.2,15
548320,12709,Germany,2011-03-30 12:54:00,2011-03,174,418.70000000000005,7
548323,15424,United Kingdom,2011-03-30 13:00:00,2011-03,386,193.5,9
548324,13316,United Kingdom,2011-03-30 13:01:00,2011-03,2048,1622.48,11
548325,13509,United Kingdom,2011-03-30 13:01:00,2011-03,386,313.5,15
548326,15424,United Kingdom,2011-03-30 13:02:00,2011-03,168,189.84,8
548327,16788,United Kingdom,2011-03-30 13:05:00,2011-03,187,297.17,61
548329,16584,United Kingdom,2011-03-30 13:14:00,2011-03,488,611.94,14
548330,14810,United Kingdom,2011-03-30 13:26:00,2011-03,65,136.99,22
548331,13047,United Kingdom,2011-03-30 13:28:00,2011-03,193,427.15000000000003,20
548332,15364,United Kingdom,2011-03-30 13:39:00,2011-03,84,331.80000000000007,3
548333,15189,United Kingdom,2011-03-30 13:44:00,2011-03,38,132.70000000000002,4
548334,18108,United Kingdom,2011-03-30 13:56:00,2011-03,84,271.0,17
548335,14272,United Kingdom,2011-03-30 13:57:00,2011-03,87,132.09,8
548336,13082,United Kingdom,2011-03-30 14:06:00,2011-03,612,435.0,4
548337,18198,United Kingdom,2011-03-30 14:06:00,2011-03,233,284.67,16
548338,16558,United Kingdom,2011-03-30 14:08:00,2011-03,171,174.31,12
548340,13426,United Kingdom,2011-03-30 14:23:00,2011-03,311,306.39,22
548349,15812,United Kingdom,2011-03-30 14:39:00,2011-03,388,519.96,3
548351,13001,United Kingdom,2011-03-30 14:51:00,2011-03,502,850.82,24
548353,15980,United Kingdom,2011-03-30 15:05:00,2011-03,592,760.18,20
548354,15981,United Kingdom,2011-03-30 15:06:00,2011-03,376,600.0,13
548358,15832,United Kingdom,2011-03-30 15:29:00,2011-03,465,836.79,54
548359,14828,United Kingdom,2011-03-30 15:31:00,2011-03,696,493.92,3
548361,16092,United Kingdom,2011-03-30 15:38:00,2011-03,211,310.87,20
548363,12428,Finland,2011-03-30 15:48:00,2011-03,346,558.4,10
548367,17677,United Kingdom,2011-03-30 15:51:00,2011-03,861,1337.78,23
548368,17677,United Kingdom,2011-03-30 15:52:00,2011-03,40,70.92,4
548370,15528,United Kingdom,2011-03-30 16:14:00,2011-03,123,229.33,26
548371,17757,United Kingdom,2011-03-30 16:28:00,2011-03,378,353.7,9
548372,14572,United Kingdom,2011-03-30 16:34:00,2011-03,31,116.45,3
548388,13268,United Kingdom,2011-03-30 16:52:00,2011-03,458,457.42,52
548400,17400,United Kingdom,2011-03-30 17:33:00,2011-03,285,632.8000000000001,54
548401,14479,United Kingdom,2011-03-31 09:07:00,2011-03,59,141.85,8
548403,14794,United Kingdom,2011-03-31 09:36:00,2011-03,1,16.95,1
548404,16398,United Kingdom,2011-03-31 09:38:00,2011-03,503,1169.95,63
548405,17088,United Kingdom,2011-03-31 09:48:00,2011-03,355,1015.83,55
548406,15061,United Kingdom,2011-03-31 09:57:00,2011-03,500,872.56,11
548407,16401,United Kingdom,2011-03-31 10:07:00,2011-03,376,306.59999999999997,17
548408,17438,United Kingdom,2011-03-31 10:26:00,2011-03,103,388.45000000000005,17
548409,12731,France,2011-03-31 10:27:00,2011-03,946,1937.06,33
548410,12731,France,2011-03-31 10:29:00,2011-03,132,413.4,4
548412,12601,Germany,2011-03-31 10:38:00,2011-03,49,111.0,3
548447,17315,United Kingdom,2011-03-31 10:53:00,2011-03,147,205.75,4
548448,18041,United Kingdom,2011-03-31 11:07:00,2011-03,275,225.49,12
548449,14911,EIRE,2011-03-31 11:08:00,2011-03,45,168.4,9
548450,15856,United Kingdom,2011-03-31 11:20:00,2011-03,379,516.2900000000001,26
548451,17365,United Kingdom,2011-03-31 11:25:00,2011-03,785,543.6,63
548452,13060,United Kingdom,2011-03-31 11:37:00,2011-03,123,307.53,15
548455,14790,United Kingdom,2011-03-31 11:49:00,2011-03,136,152.16,10
548457,13468,United Kingdom,2011-03-31 11:52:00,2011-03,24,102.4,5
548458,15632,United Kingdom,2011-03-31 11:53:00,2011-03,48,300.6,9
548459,14890,United Kingdom,2011-03-31 11:57:00,2011-03,51,125.65,7
548461,14527,United Kingdom,2011-03-31 12:08:00,2011-03,55,142.51,23
548466,16386,United Kingdom,2011-03-31 12:19:00,2011-03,26,61.10000000000001,4
548468,14818,United Kingdom,2011-03-31 12:28:00,2011-03,31,118.25,13
548470,12782,Portugal,2011-03-31 12:36:00,2011-03,174,415.52000000000004,16
548484,13571,United Kingdom,2011-03-31 12:43:00,2011-03,77,145.27,27
548486,12909,United Kingdom,2011-03-31 12:51:00,2011-03,167,278.65,16
548489,12619,Germany,2011-03-31 13:10:00,2011-03,44,205.98,5
548490,12909,United Kingdom,2011-03-31 13:13:00,2011-03,431,624.8,27
548491,14064,United Kingdom,2011-03-31 13:14:00,2011-03,906,375.34999999999997,8
548492,17841,United Kingdom,2011-03-31 13:14:00,2011-03,115,213.0,36
548493,16839,United Kingdom,2011-03-31 13:14:00,2011-03,314,840.38,10
548494,16698,United Kingdom,2011-03-31 13:33:00,2011-03,520,1182.0,4
548496,12678,France,2011-03-31 13:40:00,2011-03,2271,3243.13,35
548497,13089,United Kingdom,2011-03-31 13:43:00,2011-03,725,1622.41,57
548498,16681,United Kingdom,2011-03-31 13:46:00,2011-03,246,301.6,12
548499,17075,United Kingdom,2011-03-31 13:47:00,2011-03,60,133.47,16
548500,17071,United Kingdom,2011-03-31 13:49:00,2011-03,148,204.78,22
548501,15894,United Kingdom,2011-03-31 13:50:00,2011-03,53,106.81,3
548506,18037,United Kingdom,2011-03-31 14:42:00,2011-03,2,3.9,2
548507,13573,United Kingdom,2011-03-31 14:47:00,2011-03,10,31.770000000000003,3
548509,14543,United Kingdom,2011-03-31 15:00:00,2011-03,64,296.2,5
548510,17861,United Kingdom,2011-03-31 15:02:00,2011-03,255,216.12,34
548511,14056,United Kingdom,2011-03-31 15:43:00,2011-03,86,276.94,27
548512,14410,United Kingdom,2011-03-31 15:54:00,2011-03,40,136.6,14
548520,13126,United Kingdom,2011-03-31 16:40:00,2011-03,431,320.17,19
548521,17735,United Kingdom,2011-03-31 16:41:00,2011-03,626,652.52,41
548529,18223,United Kingdom,2011-03-31 16:56:00,2011-03,217,490.99,24
548530,17400,United Kingdom,2011-03-31 17:06:00,2011-03,4,11.8,2
548531,14031,United Kingdom,2011-03-31 17:12:00,2011-03,216,1170.0,5
548533,13883,United Kingdom,2011-03-31 17:17:00,2011-03,457,980.41,46
548534,18172,United Kingdom,2011-03-31 17:28:00,2011-03,184,269.62,15
548541,14957,United Kingdom,2011-03-31 17:59:00,2011-03,34,58.49,12
548542,13918,United Kingdom,2011-03-31 18:05:00,2011-03,100,198.2,8
548544,14525,United Kingdom,2011-03-31 18:49:00,2011-03,288,353.45,13
548545,13118,United Kingdom,2011-03-31 19:12:00,2011-03,127,423.55,19
548546,16600,United Kingdom,2011-03-31 19:20:00,2011-03,186,111.6,9
548547,17212,United Kingdom,2011-03-31 19:42:00,2011-03,147,226.85,4
548548,17781,United Kingdom,2011-03-31 19:54:00,2011-03,8,102.0,2
548549,16365,United Kingdom,2011-03-31 19:55:00,2011-03,102,120.9,3
548550,18161,United Kingdom,2011-04-01 08:22:00,2011-04,109,244.79,12
548551,14886,United Kingdom,2011-04-01 08:56:00,2011-04,160,364.8,18
548552,17613,United Kingdom,2011-04-01 09:06:00,2011-04,71,239.75,10
548553,12523,France,2011-04-01 09:19:00,2011-04,88,138.75,9
548554,13694,United Kingdom,2011-04-01 09:19:00,2011-04,1420,888.1999999999999,19
548555,13758,United Kingdom,2011-04-01 09:21:00,2011-04,108,316.90000000000003,15
548556,13694,United Kingdom,2011-04-01 09:25:00,2011-04,122,237.89999999999998,2
548557,15018,United Kingdom,2011-04-01 09:56:00,2011-04,73,180.09,12
548558,13626,United Kingdom,2011-04-01 10:05:00,2011-04,209,257.23,19
548559,16214,United Kingdom,2011-04-01 10:08:00,2011-04,34,206.7,5
548560,13468,United Kingdom,2011-04-01 10:10:00,2011-04,200,297.12,8
548561,16609,United Kingdom,2011-04-01 10:11:00,2011-04,255,557.53,35
548563,18118,United Kingdom,2011-04-01 10:21:00,2011-04,47,125.63,17
548565,16180,United Kingdom,2011-04-01 10:23:00,2011-04,228,413.88,13
548566,17288,United Kingdom,2011-04-01 10:27:00,2011-04,110,127.30000000000001,6
548567,17965,United Kingdom,2011-04-01 10:34:00,2011-04,87,270.1,26
548568,14543,United Kingdom,2011-04-01 10:43:00,2011-04,30,283.21,10
548606,12731,France,2011-04-01 11:10:00,2011-04,240,252.0,3
548608,13462,United Kingdom,2011-04-01 11:20:00,2011-04,62,151.5,9
548610,15860,United Kingdom,2011-04-01 11:28:00,2011-04,101,292.85,35
548611,18230,United Kingdom,2011-04-01 11:31:00,2011-04,210,386.22,16
548612,13137,United Kingdom,2011-04-01 11:34:00,2011-04,392,645.91,114
548613,13694,United Kingdom,2011-04-01 11:46:00,2011-04,84,35.28,1
548614,14419,United Kingdom,2011-04-01 11:47:00,2011-04,107,183.46,36
548616,18263,United Kingdom,2011-04-01 11:48:00,2011-04,328,307.59999999999997,15
548617,16592,United Kingdom,2011-04-01 11:50:00,2011-04,333,337.51,18
548618,15197,United Kingdom,2011-04-01 11:50:00,2011-04,124,216.75,12
548619,16592,United Kingdom,2011-04-01 11:51:00,2011-04,12,9.959999999999999,1
