customer_id,orders,total_revenue,avg_order_value,first_purchase,last_purchase,active_months,countries,customer_lifetime_days,is_repeat_customer
13429,4,1006.8000000000001,251.70000000000002,2011-09-25 15:59:00,2011-11-29 09:10:00,3,1,64,True
13430,2,679.45,339.725,2011-09-14 14:26:00,2011-11-21 08:19:00,2,1,67,True
13431,2,1269.1,634.55,2011-09-12 11:25:00,2011-10-03 13:49:00,2,1,21,True
13434,2,534.24,267.12,2011-09-04 10:35:00,2011-09-26 14:30:00,1,1,22,True
13435,7,3809.89,544.27,2011-06-03 17:07:00,2011-12-04 14:45:00,6,1,183,True
13436,1,196.89,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,1,1,0,False
13437,7,3408.06,486.86571428571426,2011-06-02 14:30:00,2011-11-25 14:00:00,4,1,175,True
13439,1,283.71,283.71,2011-03-29 14:20:00,2011-03-29 14:20:00,1,1,0,False
13441,1,296.64,296.64,2011-09-09 09:38:00,2011-09-09 09:38:00,1,1,0,False
13447,3,1129.14,376.38000000000005,2011-11-04 10:10:00,2011-11-16 13:38:00,1,1,12,True
13448,6,3539.37,589.895,2010-12-01 10:52:00,2011-11-23 12:33:00,4,1,357,True
13449,1,291.88,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,1,1,0,False
13450,6,2043.72,340.62,2011-05-05 19:48:00,2011-11-13 11:54:00,5,1,191,True
13451,5,2976.15,595.23,2011-01-09 15:35:00,2011-11-13 15:58:00,5,1,308,True
13452,2,590.0,295.0,2011-03-14 11:38:00,2011-03-25 14:19:00,1,1,11,True
13453,2,356.98,178.49,2011-02-23 09:44:00,2011-06-27 09:34:00,2,1,123,True
13455,2,1058.3400000000001,529.1700000000001,2010-12-08 13:11:00,2011-11-15 11:21:00,2,1,341,True
13456,6,1766.72,294.4533333333333,2011-05-16 15:34:00,2011-11-22 09:18:00,5,1,189,True
13458,14,9646.57,689.0407142857142,2010-12-15 12:05:00,2011-12-02 15:29:00,11,1,352,True
13460,2,183.44,91.72,2011-10-21 09:50:00,2011-11-10 17:17:00,2,1,20,True
13461,3,1445.0,481.6666666666667,2011-06-29 10:23:00,2011-11-01 09:01:00,3,1,124,True
13462,1,151.5,151.5,2011-04-01 11:20:00,2011-04-01 11:20:00,1,1,0,False
13464,1,674.68,674.68,2011-10-12 15:01:00,2011-10-12 15:01:00,1,1,0,False
13466,1,307.9,307.9,2011-06-08 16:39:00,2011-06-08 16:39:00,1,1,0,False
13467,2,1083.71,541.855,2011-11-03 16:56:00,2011-11-29 10:01:00,1,1,25,True
13468,37,5704.97,154.1883783783784,2010-12-01 15:08:00,2011-12-08 10:39:00,13,1,371,True
13470,2,165.0,82.5,2011-08-16 17:06:00,2011-09-01 14:57:00,2,1,15,True
13471,4,2531.58,632.895,2011-10-23 13:10:00,2011-12-08 15:44:00,3,1,46,True
13473,2,422.64,211.32,2011-01-11 08:45:00,2011-10-10 11:20:00,2,1,272,True
13474,1,229.59,229.59,2011-04-17 13:53:00,2011-04-17 13:53:00,1,1,0,False
13475,4,1431.78,357.945,2011-02-14 12:36:00,2011-06-01 13:52:00,4,1,107,True
13476,2,1238.47,619.235,2011-03-03 14:43:00,2011-06-14 12:00:00,2,1,102,True
13477,6,1454.58,242.42999999999998,2011-02-21 12:29:00,2011-11-02 12:04:00,6,1,253,True
13479,2,300.95,150.475,2011-04-19 11:27:00,2011-05-23 10:45:00,2,1,33,True
13481,5,1804.56,360.912,2011-03-28 09:07:00,2011-10-25 09:07:00,4,1,211,True
13482,1,184.64,184.64,2011-04-21 17:03:00,2011-04-21 17:03:00,1,1,0,False
13483,1,140.34,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,1,1,0,False
13484,1,313.8,313.8,2011-04-12 16:30:00,2011-04-12 16:30:00,1,1,0,False
13485,1,454.24,454.24,2011-04-20 13:58:00,2011-04-20 13:58:00,1,1,0,False
13486,3,1122.4099999999999,374.1366666666666,2011-07-07 17:19:00,2011-09-22 13:13:00,3,1,76,True
13487,3,575.4,191.79999999999998,2010-12-21 14:54:00,2011-10-13 12:07:00,3,1,295,True
13488,13,8968.31,689.87,2010-12-07 13:01:00,2011-11-22 14:41:00,10,1,350,True
13489,4,449.52,112.38,2011-02-18 10:42:00,2011-08-26 13:16:00,3,1,189,True
13491,10,1215.82,121.582,2010-12-02 14:30:00,2011-10-19 08:32:00,7,1,320,True
13492,3,1269.8400000000001,423.28000000000003,2011-05-09 10:06:00,2011-07-26 14:25:00,2,1,78,True
13493,2,618.63,309.315,2011-02-25 16:42:00,2011-03-09 15:35:00,2,1,11,True
13494,1,316.26000000000005,316.26000000000005,2011-02-01 11:58:00,2011-02-01 11:58:00,1,1,0,False
13495,5,2044.87,408.974,2010-12-06 15:14:00,2011-12-02 11:21:00,4,1,360,True
13496,2,653.3299999999999,326.66499999999996,2010-12-15 10:17:00,2011-11-29 10:58:00,2,1,349,True
13497,2,348.05,174.025,2010-12-06 11:37:00,2011-03-02 09:04:00,2,1,85,True
13499,5,1159.1100000000001,231.82200000000003,2011-03-15 08:52:00,2011-11-22 11:21:00,4,1,252,True
13500,3,1166.77,388.92333333333335,2011-08-09 12:20:00,2011-11-16 15:35:00,2,1,99,True
13501,1,1340.32,1340.32,2011-02-24 18:59:00,2011-02-24 18:59:00,1,1,0,False
13502,3,292.0,97.33333333333333,2011-01-20 09:03:00,2011-11-23 10:39:00,3,1,307,True
13503,1,216.85,216.85,2011-09-29 13:23:00,2011-09-29 13:23:00,1,1,0,False
13504,1,295.93,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,1,1,0,False
13505,4,4393.63,1098.4075,2011-04-21 12:07:00,2011-09-28 11:56:00,4,1,159,True
13506,2,458.52,229.26,2010-12-05 12:15:00,2011-01-27 13:53:00,2,1,53,True
13507,4,2479.16,619.79,2011-07-17 11:50:00,2011-12-06 13:13:00,4,1,142,True
13508,1,110.97,110.97,2011-04-10 11:58:00,2011-04-10 11:58:00,1,1,0,False
13509,7,979.72,139.96,2011-02-28 13:27:00,2011-12-01 10:10:00,6,1,275,True
13510,4,1791.56,447.89,2011-06-09 09:32:00,2011-12-08 13:46:00,4,1,182,True
13512,1,251.21,251.21,2011-03-24 10:03:00,2011-03-24 10:03:00,1,1,0,False
13513,1,205.1,205.1,2011-08-05 11:50:00,2011-08-05 11:50:00,1,1,0,False
13514,1,152.20000000000002,152.20000000000002,2011-09-27 09:39:00,2011-09-27 09:39:00,1,1,0,False
13515,4,891.12,222.78,2011-04-06 10:33:00,2011-09-28 11:26:00,4,1,175,True
13516,3,1389.41,463.1366666666667,2011-04-15 11:06:00,2011-11-18 13:15:00,3,1,217,True
13517,3,2128.42,709.4733333333334,2011-06-13 08:44:00,2011-10-11 11:43:00,3,1,120,True
13518,1,659.4399999999999,659.4399999999999,2011-09-15 10:29:00,2011-09-15 10:29:00,1,1,0,False
13519,1,122.75,122.75,2011-09-22 18:24:00,2011-09-22 18:24:00,1,1,0,False
13520,6,3624.35,604.0583333333333,2010-12-03 10:36:00,2011-10-12 10:20:00,6,1,312,True
13521,3,1093.65,364.55,2011-11-29 15:09:00,2011-12-08 13:50:00,2,1,8,True
13522,1,125.8,125.8,2011-11-09 15:11:00,2011-11-09 15:11:00,1,1,0,False
13523,5,3964.88,792.976,2010-12-08 14:22:00,2011-11-06 15:11:00,4,1,333,True
13524,5,680.1800000000001,136.036,2011-05-04 12:26:00,2011-10-30 12:34:00,5,1,179,True
13525,2,628.78,314.39,2011-04-05 15:36:00,2011-11-25 12:01:00,2,1,233,True
13527,7,2287.51,326.7871428571429,2011-01-17 11:17:00,2011-11-06 12:04:00,5,1,293,True
13529,2,307.76,153.88,2011-05-19 11:50:00,2011-09-22 09:15:00,2,1,125,True
13531,2,483.79999999999995,241.89999999999998,2010-12-08 15:03:00,2011-05-18 16:56:00,2,1,161,True
13532,1,210.31,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,1,1,0,False
13533,3,270.79,90.26333333333334,2011-03-17 12:47:00,2011-06-10 11:54:00,2,1,84,True
13534,25,5870.08,234.8032,2010-12-16 15:23:00,2011-12-07 14:52:00,12,1,355,True
13536,7,3448.29,492.61285714285714,2011-09-25 13:30:00,2011-12-08 16:38:00,4,1,74,True
13538,7,1280.8500000000001,182.97857142857146,2011-01-28 10:40:00,2011-10-27 16:34:00,7,1,272,True
13539,3,631.34,210.4466666666667,2011-02-03 15:23:00,2011-09-15 10:18:00,3,1,223,True
13544,2,291.40999999999997,145.70499999999998,2011-04-13 12:09:00,2011-10-31 11:57:00,2,1,200,True
13546,3,626.99,208.99666666666667,2011-05-23 12:14:00,2011-11-27 14:50:00,3,1,188,True
13548,2,682.41,341.205,2011-04-10 11:35:00,2011-09-04 14:50:00,2,1,147,True
13549,7,918.2,131.17142857142858,2011-04-11 13:42:00,2011-11-14 09:20:00,5,1,216,True
13551,1,91.8,91.8,2011-01-24 14:46:00,2011-01-24 14:46:00,1,1,0,False
13552,12,3740.07,311.6725,2011-01-28 10:10:00,2011-10-04 15:19:00,7,1,249,True
13555,4,4149.28,1037.32,2011-05-22 11:06:00,2011-09-27 12:36:00,2,1,128,True
13557,2,584.06,292.03,2011-03-04 12:14:00,2011-11-11 15:24:00,2,1,252,True
13558,4,605.06,151.265,2011-10-02 13:01:00,2011-12-04 11:24:00,3,1,62,True
13560,1,174.37,174.37,2011-12-02 13:11:00,2011-12-02 13:11:00,1,1,0,False
13561,1,141.86,141.86,2011-05-08 12:39:00,2011-05-08 12:39:00,1,1,0,False
13562,3,1799.33,599.7766666666666,2011-04-08 12:42:00,2011-09-19 10:51:00,3,1,163,True
13563,2,777.53,388.765,2011-07-22 17:21:00,2011-09-16 14:45:00,2,1,55,True
13564,3,1749.02,583.0066666666667,2010-12-06 17:26:00,2011-07-18 14:33:00,2,1,223,True
13565,2,240.22,120.11,2011-01-09 14:28:00,2011-11-20 14:33:00,2,1,315,True
13566,2,874.71,437.355,2011-09-18 12:40:00,2011-10-30 11:59:00,2,1,41,True
13568,1,192.85,192.85,2011-06-19 14:42:00,2011-06-19 14:42:00,1,1,0,False
13569,2,373.75,186.875,2010-12-07 12:29:00,2011-11-22 13:07:00,2,1,350,True
13570,1,239.49,239.49,2011-04-10 13:36:00,2011-04-10 13:36:00,1,1,0,False
13571,12,2092.32,174.36,2011-03-31 12:43:00,2011-11-27 10:47:00,9,1,240,True
13572,1,1384.25,1384.25,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1,0,False
13573,2,294.4,147.2,2011-03-31 14:47:00,2011-10-20 14:33:00,2,1,202,True
13575,5,732.0699999999999,146.414,2011-06-16 14:24:00,2011-11-16 13:14:00,5,1,152,True
13576,18,6717.34,373.18555555555554,2010-12-01 17:24:00,2011-11-29 15:34:00,12,1,362,True
13577,4,1687.6,421.9,2011-04-12 10:33:00,2011-11-14 15:19:00,4,1,216,True
13579,2,467.03999999999996,233.51999999999998,2010-12-05 16:10:00,2011-11-25 08:41:00,2,1,354,True
13581,1,118.0,118.0,2011-02-03 14:41:00,2011-02-03 14:41:00,1,1,0,False
13583,1,781.03,781.03,2011-07-07 10:40:00,2011-07-07 10:40:00,1,1,0,False
13584,1,142.4,142.4,2011-02-06 12:49:00,2011-02-06 12:49:00,1,1,0,False
13587,1,712.4,712.4,2011-10-07 12:31:00,2011-10-07 12:31:00,1,1,0,False
13588,9,2478.95,275.43888888888887,2011-03-29 15:53:00,2011-11-24 10:42:00,6,1,239,True
13589,2,379.65,189.825,2011-06-13 12:44:00,2011-11-25 12:10:00,2,1,164,True
13590,6,1981.92,330.32,2011-02-09 13:25:00,2011-11-28 12:54:00,6,1,291,True
13591,3,1117.1299999999999,372.3766666666666,2011-03-18 12:18:00,2011-10-06 12:26:00,3,1,202,True
13592,4,247.95999999999998,61.989999999999995,2011-03-20 14:01:00,2011-11-04 09:49:00,3,1,228,True
13593,5,2037.0800000000002,407.41600000000005,2011-01-07 16:32:00,2011-08-23 13:35:00,4,1,227,True
13594,1,396.97,396.97,2011-10-18 10:19:00,2011-10-18 10:19:00,1,1,0,False
13596,2,697.04,348.52,2011-11-27 11:57:00,2011-12-04 12:01:00,2,1,7,True
13598,1,180.17,180.17,2011-10-23 14:28:00,2011-10-23 14:28:00,1,1,0,False
13599,21,5153.67,245.41285714285715,2010-12-08 10:11:00,2011-12-08 16:10:00,9,1,365,True
13600,1,219.52,219.52,2011-01-31 15:27:00,2011-01-31 15:27:00,1,1,0,False
13601,2,693.3199999999999,346.65999999999997,2011-05-12 16:52:00,2011-10-25 17:31:00,2,1,166,True
13602,1,428.89,428.89,2011-10-06 11:47:00,2011-10-06 11:47:00,1,1,0,False
13603,1,164.34,164.34,2011-11-13 15:57:00,2011-11-13 15:57:00,1,1,0,False
13606,3,280.53999999999996,93.51333333333332,2011-02-01 11:42:00,2011-11-10 17:46:00,3,1,282,True
13607,1,678.01,678.01,2011-10-30 16:17:00,2011-10-30 16:17:00,1,1,0,False
13610,7,1131.8799999999999,161.69714285714284,2011-02-27 14:44:00,2011-11-27 15:38:00,7,1,273,True
13611,3,1171.8000000000002,390.6000000000001,2010-12-15 10:31:00,2011-09-11 14:51:00,3,1,270,True
13614,4,1610.46,402.615,2011-01-13 12:37:00,2011-11-15 14:47:00,4,1,306,True
13615,1,417.69,417.69,2011-01-25 08:21:00,2011-01-25 08:21:00,1,1,0,False
13617,3,544.1800000000001,181.39333333333335,2011-06-12 12:55:00,2011-10-30 13:50:00,3,1,140,True
13618,1,177.34,177.34,2011-06-19 11:09:00,2011-06-19 11:09:00,1,1,0,False
13621,1,213.85,213.85,2011-08-15 08:26:00,2011-08-15 08:26:00,1,1,0,False
13623,5,747.78,149.55599999999998,2011-02-15 13:08:00,2011-11-09 12:00:00,5,1,266,True
13626,1,257.23,257.23,2011-04-01 10:05:00,2011-04-01 10:05:00,1,1,0,False
13627,5,1638.47,327.694,2010-12-17 09:52:00,2011-10-11 14:20:00,5,1,298,True
13629,11,7792.36,708.3963636363636,2011-01-05 12:09:00,2011-11-16 13:21:00,9,1,315,True
13630,7,2031.78,290.2542857142857,2011-02-27 12:49:00,2011-12-04 15:16:00,6,1,280,True
13631,11,3070.42,279.1290909090909,2011-03-17 17:13:00,2011-09-01 09:57:00,5,1,167,True
13632,5,2121.27,424.254,2011-04-10 15:07:00,2011-11-15 10:51:00,4,1,218,True
13634,5,1575.1599999999999,315.032,2011-01-16 15:30:00,2011-11-06 13:40:00,5,1,293,True
13635,1,1071.03,1071.03,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1,0,False
13636,5,949.12,189.824,2011-02-27 14:29:00,2011-11-03 10:30:00,5,1,248,True
13637,3,810.5,270.1666666666667,2011-04-27 13:06:00,2011-10-18 13:32:00,3,1,174,True
13638,1,122.64,122.64,2011-11-24 10:38:00,2011-11-24 10:38:00,1,1,0,False
13639,1,1033.34,1033.34,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1,0,False
13642,1,354.8,354.8,2011-05-08 12:34:00,2011-05-08 12:34:00,1,1,0,False
13643,3,519.44,173.14666666666668,2011-06-07 11:40:00,2011-11-08 15:37:00,3,1,154,True
13644,4,2624.26,656.065,2011-08-26 11:53:00,2011-11-23 14:07:00,4,1,89,True
13645,1,252.1,252.1,2011-08-11 16:11:00,2011-08-11 16:11:00,1,1,0,False
13647,4,1678.1200000000001,419.53000000000003,2011-04-19 09:49:00,2011-11-30 12:00:00,4,1,225,True
13649,2,346.6,173.3,2010-12-08 14:46:00,2011-03-28 11:51:00,2,1,109,True
13650,6,1836.34,306.0566666666667,2011-03-17 12:37:00,2011-11-23 12:22:00,5,1,250,True
13651,2,94.2,47.1,2011-10-31 12:11:00,2011-11-04 14:59:00,2,1,4,True
13652,3,1095.08,365.02666666666664,2010-12-06 09:21:00,2011-10-25 08:51:00,3,1,322,True
13654,6,2707.33,451.22166666666664,2011-03-11 12:54:00,2011-10-27 16:24:00,5,1,230,True
13655,2,932.97,466.485,2011-04-12 09:53:00,2011-08-17 14:25:00,2,1,127,True
13656,2,379.65,189.825,2011-01-06 15:42:00,2011-06-28 10:31:00,2,1,172,True
13657,2,382.14,191.07,2011-05-22 12:35:00,2011-11-29 12:32:00,2,1,190,True
13658,5,2639.17,527.8340000000001,2011-05-19 17:15:00,2011-11-30 10:13:00,3,1,194,True
13659,2,1573.2,786.6,2011-01-23 12:08:00,2011-05-18 12:37:00,2,1,115,True
13662,3,897.76,299.25333333333333,2011-03-25 13:23:00,2011-09-15 12:04:00,3,1,173,True
13663,1,189.47,189.47,2011-06-13 15:44:00,2011-06-13 15:44:00,1,1,0,False
13666,3,84.65,28.21666666666667,2011-02-25 13:05:00,2011-10-10 15:39:00,2,1,227,True
13667,1,305.02,305.02,2011-07-13 15:42:00,2011-07-13 15:42:00,1,1,0,False
13668,21,6363.59,303.02809523809526,2010-12-12 12:35:00,2011-12-07 12:11:00,12,1,359,True
13669,2,218.54999999999998,109.27499999999999,2011-07-13 11:44:00,2011-10-20 09:32:00,2,1,98,True
13670,1,349.7,349.7,2011-09-25 15:25:00,2011-09-25 15:25:00,1,1,0,False
13672,2,186.39000000000001,93.19500000000001,2011-01-11 13:54:00,2011-02-11 13:53:00,2,1,30,True
13673,2,396.91999999999996,198.45999999999998,2011-11-07 15:40:00,2011-11-21 12:11:00,1,1,13,True
13675,2,486.82000000000005,243.41000000000003,2011-02-28 12:14:00,2011-07-11 12:57:00,2,1,133,True
13678,1,232.6,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,1,1,0,False
13680,4,3722.42,930.605,2011-01-04 14:12:00,2011-12-08 13:47:00,3,1,337,True
13681,4,827.83,206.9575,2011-07-07 15:21:00,2011-11-22 11:13:00,3,1,137,True
13682,1,59.5,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,1,1,0,False
13684,1,67.23,67.23,2011-02-27 10:13:00,2011-02-27 10:13:00,1,1,0,False
13685,7,3119.44,445.63428571428574,2011-10-10 12:59:00,2011-12-07 11:41:00,2,1,57,True
13686,1,72.0,72.0,2011-06-10 09:10:00,2011-06-10 09:10:00,1,1,0,False
13689,1,910.0,910.0,2011-10-07 13:21:00,2011-10-07 13:21:00,1,1,0,False
13690,1,172.25,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,1,1,0,False
13692,3,1488.3200000000002,496.10666666666674,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1,211,True
13694,50,65039.62,1300.7924,2010-12-01 12:12:00,2011-12-06 09:32:00,13,1,369,True
13695,15,2504.13,166.942,2011-03-25 11:31:00,2011-11-08 14:26:00,9,1,228,True
13697,1,151.29999999999998,151.29999999999998,2011-11-01 09:14:00,2011-11-01 09:14:00,1,1,0,False
13699,1,308.58000000000004,308.58000000000004,2011-07-07 16:51:00,2011-07-07 16:51:00,1,1,0,False
13700,10,2265.12,226.512,2011-01-16 13:18:00,2011-11-13 13:00:00,7,1,300,True
13703,1,99.5,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,1,1,0,False
13704,9,2308.06,256.4511111111111,2011-09-12 14:40:00,2011-12-04 15:13:00,4,1,83,True
13705,3,711.86,237.28666666666666,2010-12-01 10:29:00,2011-12-02 12:32:00,3,1,366,True
13706,1,330.79,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,1,1,0,False
13707,2,806.41,403.205,2011-01-28 13:27:00,2011-03-17 18:03:00,2,1,48,True
13708,1,296.88,296.88,2011-03-13 13:46:00,2011-03-13 13:46:00,1,1,0,False
13709,13,6328.05,486.7730769230769,2011-01-28 14:57:00,2011-12-06 10:28:00,6,1,311,True
13710,1,180.48,180.48,2011-11-08 08:16:00,2011-11-08 08:16:00,1,1,0,False
13711,2,252.06,126.03,2011-05-05 10:29:00,2011-05-05 10:31:00,1,1,0,True
13712,1,228.84,228.84,2011-04-07 12:33:00,2011-04-07 12:33:00,1,1,0,False
13715,5,1079.3400000000001,215.86800000000002,2010-12-02 08:52:00,2011-03-03 19:21:00,3,1,91,True
13716,1,138.28,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,1,1,0,False
13717,6,1445.01,240.835,2011-02-14 13:21:00,2011-11-07 14:13:00,6,1,266,True
13718,2,306.55,153.275,2011-02-17 11:58:00,2011-04-07 13:24:00,2,1,49,True
13719,5,1041.68,208.336,2011-04-19 13:56:00,2011-11-24 15:26:00,4,1,219,True
13720,4,799.9,199.975,2011-03-30 09:17:00,2011-08-15 12:46:00,4,1,138,True
13721,1,524.14,524.14,2011-11-03 14:05:00,2011-11-03 14:05:00,1,1,0,False
13722,3,2375.41,791.8033333333333,2011-03-02 11:43:00,2011-07-31 12:44:00,2,1,151,True
13723,1,199.85,199.85,2011-05-06 17:04:00,2011-05-06 17:04:00,1,1,0,False
13725,8,1980.56,247.57,2011-02-04 12:18:00,2011-10-21 10:03:00,5,1,258,True
13726,2,1079.66,539.83,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1,61,True
13727,2,333.48,166.74,2011-11-06 12:16:00,2011-11-11 09:46:00,1,1,4,True
13728,6,1016.14,169.35666666666665,2011-02-02 12:09:00,2011-11-03 10:49:00,6,1,273,True
13730,2,752.6,376.3,2011-07-01 12:47:00,2011-07-27 08:35:00,1,1,25,True
13731,2,610.59,305.295,2011-04-07 10:10:00,2011-05-04 14:33:00,2,1,27,True
13732,1,491.86,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,1,1,0,False
13735,4,2885.24,721.31,2011-04-19 13:49:00,2011-11-15 11:14:00,4,1,209,True
13736,2,731.9,365.95,2011-03-24 13:04:00,2011-12-04 15:19:00,2,1,255,True
13737,1,339.6,339.6,2011-05-23 16:32:00,2011-05-23 16:32:00,1,1,0,False
13739,1,216.9,216.9,2011-11-21 13:35:00,2011-11-21 13:35:00,1,1,0,False
13740,1,350.75,350.75,2011-04-13 10:32:00,2011-04-13 10:32:00,1,1,0,False
13741,3,668.4300000000001,222.81000000000003,2011-05-06 13:43:00,2011-09-29 09:19:00,3,1,145,True
13742,12,3131.02,260.91833333333335,2011-01-23 14:59:00,2011-11-23 11:07:00,7,1,303,True
13743,7,1341.6,191.65714285714284,2011-03-25 14:46:00,2011-12-07 10:09:00,6,1,256,True
13744,2,1156.36,578.18,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1,197,True
13745,1,300.04,300.04,2011-06-30 16:43:00,2011-06-30 16:43:00,1,1,0,False
13747,1,79.6,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,1,1,0,False
13748,5,948.25,189.65,2010-12-01 09:00:00,2011-09-05 09:45:00,3,1,278,True
13750,5,1647.26,329.452,2011-01-07 11:49:00,2011-10-17 12:16:00,5,1,283,True
13751,1,296.25,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,1,1,0,False
13752,6,1186.2800000000002,197.71333333333337,2011-04-07 12:04:00,2011-08-07 14:16:00,5,1,122,True
13753,1,741.26,741.26,2011-02-25 12:48:00,2011-02-25 12:48:00,1,1,0,False
13754,2,282.6,141.3,2011-01-26 14:58:00,2011-07-11 11:51:00,2,1,165,True
13755,9,2161.35,240.14999999999998,2011-10-07 15:45:00,2011-12-06 12:26:00,3,1,59,True
13756,14,5189.52,370.68,2010-12-07 11:41:00,2011-12-07 16:44:00,9,1,365,True
13758,7,3190.55,455.79285714285714,2010-12-01 12:08:00,2011-11-28 11:11:00,5,1,361,True
13759,2,659.4100000000001,329.70500000000004,2011-09-29 15:40:00,2011-11-06 14:47:00,2,1,37,True
13760,2,286.79,143.395,2011-03-28 12:52:00,2011-10-16 16:13:00,2,1,202,True
13761,2,1070.6499999999999,535.3249999999999,2011-06-13 08:43:00,2011-10-20 14:01:00,2,1,129,True
13762,1,306.72,306.72,2011-05-05 09:15:00,2011-05-05 09:15:00,1,1,0,False
13763,1,1714.96,1714.96,2011-10-07 15:13:00,2011-10-07 15:13:00,1,1,0,False
13764,3,1521.76,507.25333333333333,2011-01-06 14:53:00,2011-09-30 12:03:00,3,1,266,True
13767,37,17220.36,465.41513513513513,2010-12-01 10:47:00,2011-12-07 15:00:00,12,1,371,True
13769,10,2796.51,279.651,2010-12-07 13:28:00,2011-12-07 15:08:00,9,1,365,True
13771,4,2634.45,658.6125,2011-04-06 15:47:00,2011-10-06 14:18:00,3,1,182,True
13772,3,1132.13,377.3766666666667,2011-04-14 12:31:00,2011-11-06 11:43:00,3,1,205,True
13774,1,345.0,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,1,1,0,False
13777,33,25977.16,787.1866666666666,2010-12-01 16:01:00,2011-12-09 12:25:00,13,1,372,True
13778,1,178.7,178.7,2011-08-28 15:25:00,2011-08-28 15:25:00,1,1,0,False
13780,2,360.01,180.005,2011-06-22 11:43:00,2011-12-02 13:49:00,2,1,163,True
13781,1,127.84,127.84,2011-04-03 12:08:00,2011-04-03 12:08:00,1,1,0,False
13782,6,912.0,152.0,2011-01-16 11:08:00,2011-11-27 11:54:00,5,1,315,True
13784,11,2462.79,223.89,2011-01-11 14:38:00,2011-11-30 09:33:00,9,1,322,True
13786,1,230.4,230.4,2010-12-07 13:53:00,2010-12-07 13:53:00,1,1,0,False
13787,2,309.03999999999996,154.51999999999998,2010-12-10 14:45:00,2011-09-25 12:06:00,2,1,288,True
13790,1,348.8,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,1,1,0,False
13791,2,1516.0,758.0,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1,40,True
13792,2,195.55,97.775,2011-02-25 14:03:00,2011-10-04 14:31:00,2,1,221,True
13798,57,37153.85,651.8219298245614,2010-12-02 17:24:00,2011-12-08 15:51:00,13,1,370,True
13799,2,688.86,344.43,2011-02-18 14:18:00,2011-08-15 12:07:00,2,1,177,True
13800,1,558.32,558.32,2011-02-03 12:27:00,2011-02-03 12:27:00,1,1,0,False
13801,1,324.8,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,1,1,0,False
13802,3,4599.42,1533.14,2011-02-01 12:03:00,2011-07-24 10:54:00,3,1,172,True
13803,1,277.07,277.07,2011-03-29 12:57:00,2011-03-29 12:57:00,1,1,0,False
13804,7,2635.79,376.5414285714286,2011-02-23 09:09:00,2011-11-09 12:32:00,4,1,259,True
13805,2,924.6,462.3,2011-08-02 15:29:00,2011-10-18 14:50:00,2,1,76,True
13806,1,256.38,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,1,1,0,False
13807,1,112.6,112.6,2010-12-07 15:48:00,2010-12-07 15:48:00,1,1,0,False
13808,5,1747.66,349.53200000000004,2011-09-04 12:07:00,2011-12-04 12:18:00,3,1,91,True
13809,1,155.05,155.05,2011-02-07 13:15:00,2011-02-07 13:15:00,1,1,0,False
13810,3,1499.01,499.67,2011-10-14 12:57:00,2011-11-11 08:33:00,2,1,27,True
13811,3,814.5,271.5,2011-04-14 18:40:00,2011-06-09 09:54:00,2,1,55,True
13812,3,539.0,179.66666666666666,2011-08-26 12:54:00,2011-10-28 14:27:00,2,1,63,True
13813,4,1366.8600000000001,341.71500000000003,2011-07-28 10:33:00,2011-10-31 10:38:00,3,1,95,True
13814,2,1579.12,789.56,2011-07-25 13:54:00,2011-09-08 13:48:00,2,1,44,True
13815,4,4027.36,1006.84,2011-01-25 12:16:00,2011-11-17 14:19:00,3,1,296,True
13816,2,571.67,285.835,2011-10-06 14:37:00,2011-11-16 08:38:00,2,1,40,True
13817,2,382.98,191.49,2010-12-23 11:46:00,2011-11-10 17:49:00,2,1,322,True
13819,3,1140.35,380.1166666666666,2011-01-24 10:38:00,2011-02-11 10:38:00,2,1,18,True
13821,2,385.64,192.82,2011-03-23 11:30:00,2011-07-18 09:49:00,2,1,116,True
13822,2,632.0,316.0,2011-10-30 15:55:00,2011-12-04 12:13:00,2,1,34,True
