stock_code,description,revenue,quantity,orders,customers,avg_unit_price
21527,RED RETROSPOT TRADITIONAL TEAPOT ,3540.6000000000004,468,133,95,7.86304347826087
21260,FIRST AID TIN,3530.35,1129,148,104,3.2376666666666667
21746,SMALL RED RETROSPOT WINDMILL,3521.7,2974,185,122,1.2572192513368983
22809,SET OF 6 T-LIGHTS SANTA,3517.6600000000003,1198,173,141,3.1247486033519554
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,3505.12,366,143,94,10.006510067114093
85049E,SCANDINAVIAN REDS RIBBONS,3499.7,2747,335,248,1.2912968299711816
23089,GLASS BON BON JAR,3497.22,2136,134,101,1.7771014492753623
22371,AIRLINE BAG VINTAGE TOKYO 78,3489.88,830,247,144,4.364409448818898
23085,ANTIQUE SILVER BAUBLE LAMP  ,3489.7000000000003,374,72,64,10.081481481481482
23081,GREEN METAL BOX ARMY SUPPLIES,3482.64,438,111,78,8.339375
71477,COLOURED GLASS STAR T-LIGHT HOLDER,3478.8300000000004,997,42,31,3.9806818181818184
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3475.19,775,190,125,4.666113989637306
23111,PARISIENNE SEWING BOX,3464.8,296,124,80,12.281600000000001
23349,ROLL WRAP VINTAGE CHRISTMAS,3462.89,2857,246,214,1.2450972762645915
21531,RED RETROSPOT SUGAR JAM BOWL,3459.15,1473,206,143,2.5075471698113208
21588,RETROSPOT GIANT TUBE MATCHES,3450.15,1497,132,99,2.527173913043478
84508A,CAMOUFLAGE DESIGN TEDDY,3445.5000000000005,1630,35,17,2.4085714285714284
23112,PARISIENNE CURIO CABINET,3444.8,472,183,134,7.453804347826087
23535,WALL ART BICYCLE SAFETY,3442.27,649,120,102,5.89784
22688,DOORMAT PEACE ON EARTH BLUE,3442.04,700,27,26,7.9585185185185185
23497,CLASSIC CHROME BICYCLE BELL ,3435.7,2454,170,149,1.4394350282485875
23130,MISTLETOE HEART WREATH GREEN,3435.62,838,162,135,4.239876543209877
21703,BAG 125g SWIRLY MARBLES,3431.35,9272,243,175,0.4274898785425101
21928,JUMBO BAG SCANDINAVIAN PAISLEY,3430.65,1947,91,76,1.9145161290322579
21497,FANCY FONTS BIRTHDAY WRAP,3430.0,8600,230,177,0.4182758620689655
23194,GYMKHANA TREASURE BOOK BOX,3426.83,1634,156,128,2.255092024539877
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3425.01,1219,231,163,2.98
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3421.4,2116,240,178,1.6753968253968254
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3416.4799999999996,9784,463,343,0.42291666666666666
21745,GAOLERS KEYS DECORATIVE GARDEN ,3412.19,929,205,115,3.7779425837320577
21463,MIRRORED DISCO BALL ,3405.3,644,129,77,5.793893129770993
22782,SET 3 WICKER STORAGE BASKETS ,3399.95,241,74,65,19.355405405405406
22089,PAPER BUNTING VINTAGE PAISLEY,3398.5000000000005,1190,180,142,2.934699453551913
23210,WHITE ROCKING HORSE HAND PAINTED,3377.75,2803,154,115,1.2437869822485206
22131,FOOD CONTAINER SET 3 LOVE HEART ,3370.42,1890,180,115,2.0374736842105263
22148,EASTER CRAFT 4 CHICKS ,3367.0499999999997,1819,159,148,1.937272727272727
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3361.8,2084,177,115,1.6456521739130436
23294,SET OF 6 SNACK LOAF BAKING CASES,3360.18,4292,291,214,0.8249006622516556
21244,BLUE POLKADOT PLATE ,3359.47,2131,147,107,1.672162162162162
22896,PEG BAG APPLES DESIGN,3356.77,1398,220,144,2.5942666666666665
22466,FAIRY TALE COTTAGE NIGHTLIGHT,3352.7999999999997,2016,69,51,1.9137681159420288
23091,ZINC HERB GARDEN CONTAINER,3348.57,546,187,155,6.291641025641025
22383,LUNCH BAG SUKI  DESIGN ,3339.65,2121,144,122,1.639333333333333
23552,BICYCLE PUNCTURE REPAIR KIT ,3338.8,1731,103,93,2.0623423423423426
22694,WICKER STAR ,3337.2000000000003,1612,303,228,2.096794871794872
22908,PACK OF 20 NAPKINS RED APPLES,3330.64,4234,313,212,0.8478086419753086
23571,TRADITIONAL NAUGHTS & CROSSES,3330.6,2036,216,195,1.6491189427312773
23189,SET OF 12 FORK CANDLES,3319.35,1215,113,89,2.858421052631579
22926,IVORY GIANT GARDEN THERMOMETER,3313.55,569,182,140,5.939247311827957
23156,SET OF 5 MINI GROCERY MAGNETS,3311.78,1638,184,117,2.094240837696335
47567B,TEA TIME KITCHEN APRON,3289.7200000000003,592,120,81,5.950078125
23332,IVORY WICKER HEART LARGE,3283.8,1996,267,207,1.648576512455516
23009,I LOVE LONDON BABY GIFT SET,3262.5499999999997,209,61,48,16.425409836065572
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3262.51,1075,173,143,3.238666666666667
22435,SET OF 9 HEART SHAPED BALLOONS,3257.04,2680,213,153,1.2557918552036198
22563,HAPPY STENCIL CRAFT,3254.6,2785,252,171,1.25587786259542
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3230.55,1161,131,122,2.928787878787879
22348,TEA BAG PLATE RED RETROSPOT,3223.49,3863,254,144,0.8665637065637065
22801,ANTIQUE GLASS PEDESTAL BOWL,3223.35,890,159,123,3.7644242424242425
21906,PHARMACIE FIRST AID TIN,3220.81,483,94,71,6.732736842105263
22738,RIBBON REEL SNOWY VILLAGE,3219.43,2007,176,147,1.698839779005525
23013,GLASS APOTHECARY BOTTLE TONIC,3215.0400000000004,866,180,135,3.885934065934066
23230,WRAP ALPHABET DESIGN,3207.0,7950,232,178,0.4173390557939914
23426,METAL SIGN DROP YOUR PANTS,3192.56,1232,171,126,2.854857142857143
23239,SET OF 4 KNICK KNACK TINS POPPIES,3188.0499999999997,823,155,125,3.9125766871165646
20675,BLUE POLKADOT BOWL,3179.9,2729,223,149,1.2419026548672567
23127,FELTCRAFT GIRL NICOLE KIT,3174.7400000000002,646,170,137,4.969884393063584
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3169.87,2614,145,79,1.2569565217391305
23350,ROLL WRAP VINTAGE SPOT ,3165.65,2593,246,205,1.2467058823529413
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3165.22,9630,433,332,0.37940397350993377
23388,WOODLAND MINI BACKPACK,3150.2000000000003,788,133,114,4.1382352941176475
22491,PACK OF 12 COLOURED PENCILS,3130.84,3910,200,162,0.8557635467980296
22029,SPACEBOY BIRTHDAY CARD,3130.2200000000003,7858,394,234,0.42345088161209066
85053,FRENCH ENAMEL CANDLEHOLDER,3104.32,1549,233,157,2.132845528455285
22432,WATERING CAN PINK BUNNY,3100.58,1648,234,158,1.9490833333333333
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3098.21,5967,305,209,0.5635646687697161
22760,"TRAY, BREAKFAST IN BED",3089.85,259,66,50,12.504545454545454
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3076.29,3735,253,227,0.8295785440613026
23342,MINT DINER WALL CLOCK,3051.5,365,154,104,8.483653846153846
22567,20 DOLLY PEGS RETROSPOT,3048.2,2368,182,135,1.354375
22300,COFFEE MUG DOG + BALL DESIGN,3047.34,1450,143,100,2.534041095890411
23168,CLASSIC CAFE SUGAR DISPENSER,3038.35,2634,208,132,1.2298578199052133
22468,BABUSHKA LIGHTS STRING OF 10,3032.39,467,116,82,6.758103448275863
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3019.23,837,68,55,3.816470588235294
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.2999999999997,210,46,43,15.65
82580,BATHROOM METAL SIGN,3018.05,5505,383,210,0.5641752577319588
22504,CABIN BAG VINTAGE RETROSPOT,3012.4,160,39,31,22.50897435897436
21243,PINK  POLKADOT PLATE ,3010.71,1911,130,95,1.6716793893129769
22892,SET OF SALT AND PEPPER TOADSTOOLS,3007.85,2461,196,117,1.2451776649746193
22564,ALPHABET STENCIL CRAFT,3005.44,2673,165,120,1.2601764705882352
22687,DOORMAT CHRISTMAS VILLAGE,2991.7,568,35,30,8.836
16161P,WRAP ENGLISH ROSE ,2990.92,7226,248,189,0.41943775100401604
23065,LARGE DECO JEWELLERY STAND,2990.3,247,88,77,12.469662921348315
22855,FINE WICKER HEART ,2984.52,2508,179,152,1.2352222222222222
23346,SPACEBOY BEAKER,2975.75,2571,138,106,1.2440140845070422
21135,VICTORIAN  METAL POSTCARD SPRING,2975.24,2708,162,122,1.6657738095238093
23237,SET OF 4 KNICK KNACK TINS LEAF,2975.0,740,116,94,4.136324786324787
22669,RED BABY BUNTING ,2969.65,1027,167,143,2.9428143712574855
23323,WHITE WICKER STAR ,2963.1,1426,270,210,2.09645390070922
22180,RETROSPOT LAMP,2962.6499999999996,303,131,92,9.917045454545454
23014,GLASS APOTHECARY BOTTLE ELIXIR,2959.6800000000003,800,160,122,3.9084146341463417
21385,IVORY HANGING DECORATION  HEART,2957.64,3564,205,153,0.8595412844036697
22962,JAM JAR WITH PINK LID,2952.5699999999997,3681,246,180,0.8457894736842105
23461,SWEETHEART BIRD HOUSE,2950.05,839,83,75,4.136979166666667
21974,SET OF 36 PAISLEY FLOWER DOILIES,2942.5099999999998,2036,229,177,1.494061135371179
23236,DOILEY STORAGE TIN,2934.98,1082,112,93,2.8652212389380534
21868,POTTING SHED TEA MUG,2926.98,2346,232,153,1.3348510638297872
22311,OFFICE MUG WARMER BLACK+SILVER ,2925.5,1054,93,61,3.1492
21429,RED GINGHAM ROSE JEWELLERY BOX,2925.0,1616,217,147,1.8808035714285716
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2921.72,1206,137,112,2.552302158273381
22212,FOUR HOOK  WHITE LOVEBIRDS,2917.4700000000003,1422,253,145,2.1096212121212123
22244,3 HOOK HANGER MAGIC GARDEN,2915.5499999999997,1617,94,66,1.925257731958763
23188,VINTAGE  2 METER FOLDING RULER,2904.12,1776,155,131,1.6786075949367087
23242,TREASURE TIN BUFFALO BILL ,2898.56,1436,187,132,2.0741326530612247
22065,CHRISTMAS PUDDING TRINKET POT ,2892.02,6440,164,132,0.6127932960893855
23035,DRAWER KNOB CERAMIC IVORY,2889.49,2053,165,110,1.4537869822485208
23393,HOME SWEET HOME CUSHION COVER ,2883.75,769,201,165,3.75
21658,GLASS  BEURRE DISH,2874.07,773,126,82,3.9010769230769236
22460,EMBOSSED GLASS TEALIGHT HOLDER,2871.84,2381,162,118,1.2861585365853658
22812,PACK 3 BOXES CHRISTMAS PANNETONE,2869.1,1532,110,92,2.10495652173913
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2868.78,1227,167,116,2.563571428571428
23390,DOLLY GIRL MINI BACKPACK,2855.55,717,144,116,4.139403973509935
22195,LARGE HEART MEASURING SPOONS,2841.87,1699,220,148,1.7345614035087717
22465,HANGING METAL STAR LANTERN,2839.63,1965,159,119,1.531963190184049
23182,TOILET SIGN OCCUPIED OR VACANT,2837.57,3414,254,140,0.8776029962546816
37370,RETRO COFFEE MUGS ASSORTED,2835.08,2508,113,72,1.2404166666666667
23283,DOORMAT VINTAGE LEAVES DESIGN ,2833.7000000000003,426,88,75,7.66625
22079,RIBBON REEL HEARTS DESIGN ,2831.99,1715,225,190,1.6984120171673818
21935,SUKI  SHOULDER BAG,2824.37,1763,204,121,1.6440487804878048
21238,RED RETROSPOT CUP,2822.41,3519,277,160,0.8476785714285714
22894,TABLECLOTH RED APPLES DESIGN ,2821.95,291,109,82,9.696363636363635
22219,LOVEBIRD HANGING DECORATION WHITE ,2818.62,3372,311,190,0.8608333333333332
85132C,CHARLIE AND LOLA FIGURES TINS,2817.7999999999997,1404,126,96,2.3279527559055118
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,2817.13,765,138,109,3.795611510791367
21918,SET 12 KIDS COLOUR  CHALK STICKS,2814.7000000000003,7013,282,193,0.42713286713286713
23329,DECORATIVE WICKER HEART LARGE,2812.8,1712,215,168,1.6483539094650204
84692,BOX OF 24 COCKTAIL PARASOLS,2810.67,6808,364,209,0.4308266666666667
21499,BLUE POLKADOT WRAP,2808.5,6925,215,175,0.41694444444444445
22810,SET OF 6 T-LIGHTS SNOWMEN,2792.0800000000004,908,137,106,3.160212765957447
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2789.66,866,36,32,6.16025
79000,MOROCCAN TEA GLASS,2761.6,3808,95,69,0.8211340206185566
23345, DOLLY GIRL BEAKER,2759.5,2398,133,100,1.243840579710145
23290,SPACEBOY CHILDRENS BOWL,2757.15,2367,174,125,1.2419540229885058
23354,6 GIFT TAGS 50'S CHRISTMAS ,2753.42,3346,261,235,0.8295940959409593
22972,CHILDREN'S SPACEBOY MUG,2751.11,1691,178,137,1.6535164835164835
22331,WOODLAND PARTY BAG + STICKER SET,2750.96,1768,143,101,1.656153846153846
22823,CHEST NATURAL WOOD 20 DRAWERS,2745.0,24,13,13,118.07692307692308
23051,RECYCLED ACAPULCO MAT BLUE,2741.35,335,133,95,8.237969924812031
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2736.75,1141,138,116,2.5176258992805756
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,2733.07,1699,138,88,1.6883333333333335
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2733.02,1319,252,179,2.1286770428015567
47599B,BLUE PARTY BAGS ,2728.94,1451,108,69,2.0772222222222223
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2727.97,669,112,83,4.226428571428571
22778,GLASS CLOCHE SMALL,2727.95,753,106,79,3.8692792792792794
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2704.44,1588,204,168,1.74188679245283
22990,COTTON APRON PANTRY DESIGN,2695.29,607,140,117,4.762777777777778
22843,BISCUIT TIN VINTAGE GREEN,2691.88,434,114,92,6.694173913043478
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2691.14,1678,179,145,1.6513333333333333
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2672.85,1845,250,170,1.4492156862745098
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2672.25,1175,72,44,2.502
20754,RETROSPOT RED WASHING UP GLOVES,2670.48,1356,239,153,2.0898765432098765
22045,SPACEBOY GIFT WRAP,2662.84,6502,206,148,0.4186473429951691
22702,BLACK AND WHITE CAT BOWL,2661.8999999999996,1357,43,35,1.7930232558139536
23427,STOOL HOME SWEET HOME ,2648.4,228,106,87,12.305555555555555
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2647.96,1173,108,77,2.535614035087719
22430,ENAMEL WATERING CAN CREAM,2646.6,544,161,131,4.928915662650603
85178,VICTORIAN SEWING KIT,2642.19,2371,98,77,1.2703
23211,RED ROCKING HORSE HAND PAINTED,2634.0,2208,116,82,1.24125
22830,UTILTY CABINET WITH HOOKS,2610.29,131,6,5,21.771666666666665
22078,RIBBON REEL LACE DESIGN ,2610.0,1300,143,105,2.093421052631579
23395,BELLE JARDINIERE CUSHION COVER,2604.48,696,175,141,3.747513513513513
22222,CAKE PLATE LOVEBIRD WHITE,2599.2,824,149,104,4.307046979865772
23053,RECYCLED ACAPULCO MAT PINK,2598.15,319,129,105,8.231538461538461
22179,SET 10 LIGHTS NIGHT OWL,2593.65,407,77,53,6.698717948717949
21500,PINK POLKADOT WRAP ,2593.0,6350,213,162,0.4169014084507042
21563,RED HEART SHAPE LOVE BUCKET ,2591.02,1358,134,95,2.7335820895522387
22906,12 MESSAGE CARDS WITH ENVELOPES,2590.2,1628,187,150,1.642
22700,BLACK AND WHITE DOG BOWL,2584.68,1194,48,41,2.3787755102040817
22777,GLASS CLOCHE LARGE,2581.45,329,41,36,8.334146341463414
21115,ROSE CARAVAN DOORSTOP,2580.21,523,129,104,5.82187969924812
23164,REGENCY CAKE SLICE,2579.21,564,80,70,4.922625
23534,STOP FOR TEA WALL ART,2572.7,518,41,40,5.775853658536586
23212,HEART WREATH DECORATION WITH BELL,2567.63,2167,144,103,1.2390196078431372
23100,SILVER BELLS TABLE DECORATION,2565.85,2093,213,180,1.2462162162162163
22187,GREEN CHRISTMAS TREE CARD HOLDER,2562.27,1183,145,123,2.560612244897959
21735,TWO DOOR CURIO CABINET,2551.95,210,82,60,12.535975609756099
20973,12 PENCIL SMALL TUBE WOODLAND,2551.15,4007,276,191,0.6654639175257732
21985,PACK OF 12 HEARTS DESIGN TISSUES ,2550.29,8569,354,262,0.3338227146814404
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2545.37,1375,88,63,4.039010989010989
23266,SET OF 3 WOODEN STOCKING DECORATION,2543.39,1975,274,201,1.3101010101010102
22072,RED RETROSPOT TEA CUP AND SAUCER ,2539.19,813,139,90,3.453108108108108
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2535.89,781,211,151,3.2826267281105994
20829,GLITTER HANGING BUTTERFLY STRING,2530.4900000000002,1265,163,90,2.1527810650887576
23333,IVORY WICKER HEART MEDIUM,2524.9,2030,216,179,1.2481896551724136
82600,N0 SINGING METAL SIGN,2523.78,1197,35,30,2.091142857142857
22925,BLUE GIANT GARDEN THERMOMETER,2517.67,427,162,125,5.9835975609756105
22179,SET 10 NIGHT OWL LIGHTS,2517.09,389,101,59,6.759038461538462
22930,BAKING MOULD HEART MILK CHOCOLATE,2515.67,1041,145,120,2.5654421768707483
21976,PACK OF 60 MUSHROOM CAKE CASES,2513.13,4967,276,181,0.552318339100346
22833,HALL CABINET WITH 3 DRAWERS,2503.5299999999997,75,4,4,45.635000000000005
22354,RETROSPOT PADDED SEAT CUSHION,2502.82,700,65,43,3.8087692307692307
22582,PACK OF 6 SWEETIE GIFT BOXES,2496.76,1029,77,73,2.5691139240506327
20828,GLITTER BUTTERFLY CLIPS,2494.2,1012,177,116,2.540322580645161
22433,WATERING CAN GREEN DINOSAUR,2487.5299999999997,1341,189,121,1.950418848167539
21240,BLUE POLKADOT CUP,2487.08,3156,215,149,0.8410958904109589
22797,CHEST OF DRAWERS GINGHAM HEART ,2459.04,146,79,63,17.080886075949365
22974,CHILDRENS DOLLY GIRL MUG,2457.9900000000002,1523,157,126,1.6855555555555555
22360,GLASS JAR ENGLISH CONFECTIONERY,2455.9,886,143,102,3.012666666666667
20717,STRAWBERRY SHOPPER BAG,2455.88,2036,231,150,1.2759322033898306
23407,SET OF 2 TRAYS HOME SWEET HOME,2446.62,250,118,103,9.925462184873949
21810,CHRISTMAS HANGING STAR WITH BELL,2443.0699999999997,5305,173,129,0.5667724867724868
22963,JAM JAR WITH GREEN LID,2434.73,3047,209,165,0.8456666666666667
23681,LUNCH BAG RED VINTAGE DOILY,2434.2,1548,118,105,1.6416666666666666
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2422.2200000000003,1156,202,168,2.127268292682927
47559B,TEA TIME OVEN GLOVE,2416.67,2004,241,152,1.2808536585365853
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2414.1600000000003,1248,133,78,2.0823021582733814
22822,CREAM WALL PLANTER HEART SHAPED,2402.6600000000003,417,144,121,5.946620689655172
22945,CHRISTMAS METAL TAGS ASSORTED ,2401.03,2863,136,118,0.8919285714285715
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,2400.45,1845,249,177,1.3221722846441948
23542,WALL ART 70'S ALPHABET ,2399.58,334,55,44,8.062000000000001
21411,GINGHAM HEART  DOORSTOP RED,2391.46,722,185,147,3.8792631578947367
22175,PINK OWL SOFT TOY,2384.9500000000003,841,139,84,2.9414893617021276
22794,SWEETHEART WIRE MAGAZINE RACK,2373.0,300,157,114,7.94235668789809
23535,BICYCLE SAFTEY WALL ART,2371.94,458,39,38,5.782307692307692
22937,BAKING MOULD CHOCOLATE CUPCAKES,2363.9900000000002,917,133,119,2.6133333333333333
21903,MAN FLU METAL SIGN,2360.5800000000004,1129,153,113,2.236322580645161
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2358.4,832,162,106,2.9407514450867054
21495,SKULLS AND CROSSBONES WRAP,2356.0,5800,165,102,0.41769696969696973
23292,SPACEBOY CHILDRENS CUP,2344.32,1952,159,112,1.2650931677018633
21116,OWL DOORSTOP,2339.19,489,117,81,4.948644067796611
23131,MISTLETOE HEART WREATH CREAM,2336.2799999999997,576,103,86,4.213619047619048
84568,GIRLS ALPHABET IRON ON PATCHES ,2332.8,12480,23,18,0.20166666666666666
16156S,WRAP PINK FAIRY CAKES ,2331.0,5800,167,135,0.4168862275449102
22644,CERAMIC CHERRY CAKE MONEY BANK,2328.7799999999997,2052,188,146,1.3378947368421052
23341,PINK DINER WALL CLOCK,2325.6,282,98,75,8.457070707070708
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2324.14,498,119,79,4.929416666666667
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2322.27,2007,97,56,1.2389000000000001
22610,PENS ASSORTED FUNNY FACE,2320.58,9146,171,123,0.2291907514450867
23570,TRADITIONAL PICK UP STICKS GAME ,2307.5,1846,231,203,1.25
22902,TOTE BAG I LOVE LONDON,2306.58,1212,94,71,2.0530208333333335
21110,LARGE CAKE TOWEL PINK SPOTS,2295.0499999999997,775,78,62,5.4775
22927,GREEN GIANT GARDEN THERMOMETER,2278.25,395,129,94,5.934496124031008
22380,TOY TIDY SPACEBOY  ,2274.75,1156,195,114,2.128
23437, 50'S CHRISTMAS GIFT BAG LARGE,2272.25,1885,109,106,1.2480733944954128
22933,BAKING MOULD EASTER EGG MILK CHOC,2272.2000000000003,876,91,82,2.922826086956522
23412,HEART MIRROR ANTIQUE WHITE,2269.14,351,71,64,7.394583333333333
22691,DOORMAT WELCOME SUNRISE,2268.64,344,95,65,7.940520833333333
23526,WALL ART DOG LICENCE ,2265.18,474,62,57,5.846507936507936
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2264.74,564,85,81,4.190652173913044
22437,SET OF 9 BLACK SKULL BALLOONS,2263.35,2727,173,140,0.8477840909090909
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2255.93,1757,233,161,1.4058649789029536
22215,CAKE STAND WHITE TWO TIER LACE,2254.5,330,89,71,7.41123595505618
22440,BALLOON WATER BOMB PACK OF 35,2254.14,5897,138,100,0.4175342465753425
35004B,SET OF 3 BLACK FLYING DUCKS,2251.15,475,47,30,5.1000000000000005
21875,KINGS CHOICE MUG,2249.56,2000,111,83,1.3656249999999999
46000S,POLYESTER FILLER PAD 40x40cm,2248.95,1551,182,128,1.45
20983,12 PENCILS TALL TUBE RED RETROSPOT,2247.96,2652,234,185,0.84948
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2247.36,448,95,76,6.153333333333333
23196,VINTAGE LEAF MAGNETIC NOTEPAD,2247.0,1596,211,159,1.443577981651376
23489,VINTAGE BELLS GARLAND,2246.56,784,127,116,2.886992481203008
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2242.52,1852,145,82,1.2489333333333335
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2234.67,1380,132,97,1.6665925925925924
22426,ENAMEL WASH BOWL CREAM,2231.8,660,144,104,3.662328767123288
22672,FRENCH BATHROOM SIGN BLUE METAL,2227.62,1382,158,125,1.65775
23316,RED REFECTORY CLOCK ,2222.2,236,95,75,9.81875
21107,CREAM SLICE FLANNEL PINK SPOT ,2218.8,840,62,48,2.871212121212121
23054,RECYCLED ACAPULCO MAT LAVENDER,2206.2,268,109,81,8.242727272727274
23498,CLASSIC BICYCLE CLIPS ,2205.95,1591,86,77,1.4406451612903224
23188,VINTAGE  2 METRE FOLDING RULER,2199.34,1322,127,102,1.7383076923076923
23079,TOADSTOOL BEDSIDE LIGHT ,2198.6,248,103,82,8.936792452830188
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2194.64,612,139,103,3.80705035971223
22670,FRENCH WC SIGN BLUE METAL,2193.99,1754,208,141,1.2654028436018958
23330,DECORATIVE WICKER HEART MEDIUM,2193.69,1761,195,158,1.249
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2182.95,1387,151,103,1.6395424836601307
22241,GARLAND WOODEN HAPPY EASTER,2180.2799999999997,1788,165,125,1.2477647058823529
84832,ZINC WILLIE WINKIE  CANDLE STICK,2176.95,2607,188,137,0.8723437500000001
22776,SWEETHEART 3 TIER CAKE STAND ,2174.1,222,122,99,9.92642276422764
23265,SET OF 3 WOODEN TREE DECORATIONS,2172.46,1680,246,180,1.3167407407407408
22704,WRAP RED APPLES ,2167.5,5275,173,129,0.41908045977011493
21896,POTTING SHED TWINE,2158.5,949,89,79,2.1059782608695654
22660,DOORMAT I LOVE LONDON,2157.33,327,69,56,7.934782608695652
23401,RUSTIC MIRROR WITH LACE HEART,2155.51,443,70,59,6.0931428571428565
23406,HOME SWEET HOME KEY HOLDER,2154.79,435,94,65,6.143473684210527
22476,EMPIRE UNION JACK TV DINNER TRAY,2150.77,811,78,61,4.960126582278481
21592,RETROSPOT CIGAR BOX MATCHES ,2150.71,2151,210,156,1.1298222222222223
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2148.23,2609,286,198,0.863131313131313
23445,ICE CREAM BUBBLES,2147.6099999999997,2667,94,81,0.8265625
22064,PINK DOUGHNUT TRINKET POT ,2142.6,1608,164,85,1.6367052023121387
23232,WRAP VINTAGE LEAF DESIGN,2140.92,5326,134,118,0.4173913043478261
21625,VINTAGE UNION JACK APRON,2140.19,307,113,97,6.993898305084746
21452,TOADSTOOL MONEY BOX,2140.15,745,133,109,2.9440740740740745
35961,FOLKART ZINC HEART CHRISTMAS DEC,2138.44,2692,153,116,0.8467295597484277
23252,VINTAGE RED ENAMEL TRIM JUG ,2138.34,582,123,104,3.7426984126984126
22030,SWALLOWS GREETING CARD,2130.63,5361,242,179,0.41922448979591836
23093,SMALL PARISIENNE HEART PHOTO FRAME ,2125.1600000000003,916,123,105,2.472983870967742
21313,GLASS HEART T-LIGHT HOLDER ,2110.46,2843,129,96,0.8346564885496184
23501,KEY RING BASEBALL BOOT UNION JACK,2105.8,1772,85,77,1.2382022471910112
23233,WRAP POPPIES  DESIGN,2105.5,5175,158,130,0.41861635220125787
22548,HEADS AND TAILS SPORTING FUN,2097.96,1873,179,149,1.2590760869565216
22378,WALL TIDY RETROSPOT ,2092.56,1685,103,69,1.8362857142857143
23046,PAPER LANTERN 9 POINT DELUXE STAR,2091.55,347,34,31,6.623529411764706
22425,ENAMEL COLANDER CREAM,2086.11,434,141,110,4.960709219858156
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2084.1,830,64,51,3.990579710144928
21982,PACK OF 12 SUKI TISSUES ,2083.58,7346,259,182,0.341070110701107
23504,PLAYING CARDS JUBILEE UNION JACK,2082.48,1668,190,164,1.2489655172413792
23526,DOG LICENCE WALL ART,2081.64,408,29,28,5.745172413793104
21934,SKULL SHOULDER BAG,2081.2,1288,143,85,1.6458041958041958
85175,CACTI T-LIGHT CANDLES,2078.66,5217,130,84,0.4194656488549618
22737,RIBBON REEL CHRISTMAS PRESENT ,2075.39,1227,187,148,1.736315789473684
22983,CARD BILLBOARD FONT,2072.79,5038,332,223,0.42735735735735736
23536,VILLAGE SHOW WALL ART,2072.42,386,18,17,5.735555555555556
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2072.15,761,73,59,2.9233333333333333
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,2070.95,145,87,74,14.772988505747126
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2069.4,994,167,130,2.0971098265895955
22829,SWEETHEART WIRE WALL TIDY,2066.75,215,97,80,9.862121212121211
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,2066.65,1781,83,82,1.239879518072289
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2064.4700000000003,501,93,79,4.395913978494623
