customer_id,first_purchase_date,last_purchase_date,recency,frequency,monetary,avg_order_value,total_quantity,unique_products,customer_lifetime_days,r_score,f_score,m_score,rfm_score,rfm_total_score,segment
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,11,4,464.57000000000005,116.14250000000001,129,27,122,5,4,2,542,11,Regular Customers
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,169,2,842.6500000000001,421.32500000000005,143,9,157,2,2,3,223,7,Regular Customers
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,58,2,337.34000000000003,168.67000000000002,274,17,78,3,2,2,322,7,Regular Customers
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,96,2,1237.53,618.765,725,58,185,2,2,4,224,8,Big Spenders
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,295,1,307.4,307.4,72,16,0,1,1,2,112,4,Lost / Low Value
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,109,2,608.79,304.395,205,23,39,2,2,3,223,7,Regular Customers
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,264,1,922.1,922.1,390,31,0,1,1,3,113,5,Regular Customers
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,180,1,376.58,376.58,330,26,0,1,1,2,112,4,Lost / Low Value
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,169,1,158.85,158.85,123,9,0,2,1,1,211,4,Lost / Low Value
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,35,1,71.66,71.66,70,7,0,3,1,1,311,5,Regular Customers
13939,2011-02-01 11:30:00,2011-11-16 13:33:00,23,3,568.55,189.51666666666665,847,45,288,4,3,3,433,10,Potential Loyalists
13940,2011-07-18 16:05:00,2011-11-22 15:15:00,17,4,839.14,209.785,516,49,126,4,4,3,443,11,Loyal Customers
13941,2010-12-02 10:17:00,2011-11-18 09:43:00,22,5,5112.96,1022.592,2364,45,350,4,4,5,445,13,Champions
13946,2011-03-17 10:02:00,2011-09-21 13:33:00,79,3,561.57,187.19000000000003,443,11,188,2,3,3,233,8,At Risk
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,65,1,90.6,90.6,44,5,0,3,1,1,311,5,Regular Customers
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,361,1,102.0,102.0,40,3,0,1,1,1,111,3,Lost / Low Value
13949,2011-09-06 11:55:00,2011-12-07 09:35:00,3,6,2427.32,404.55333333333334,2474,160,91,5,5,5,555,15,Champions
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,11,4,745.06,186.265,323,35,235,5,4,3,543,12,Loyal Customers
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,176,3,674.45,224.8166666666667,459,39,118,2,3,3,233,8,At Risk
13952,2011-04-15 09:27:00,2011-05-06 09:00:00,218,2,3251.071,1625.5355,1431,137,20,1,2,5,125,8,Big Spenders
13953,2010-12-22 10:29:00,2011-12-02 16:04:00,7,7,3515.68,502.23999999999995,2724,20,345,5,5,5,555,15,Champions
13954,2011-09-30 10:52:00,2011-12-08 12:50:00,2,2,439.91999999999996,219.95999999999998,150,25,69,5,3,2,532,10,Potential Loyalists
13955,2011-02-07 12:24:00,2011-07-08 17:19:00,154,2,322.96,161.48,154,33,151,2,3,2,232,7,At Risk
13956,2011-03-13 12:51:00,2011-12-04 13:20:00,5,5,1026.42,205.28400000000002,491,141,266,5,4,4,544,13,Champions
13959,2010-12-12 13:56:00,2011-09-21 15:06:00,79,3,598.2,199.4,357,86,283,2,3,3,233,8,At Risk
13960,2011-09-29 12:39:00,2011-11-18 15:27:00,21,2,230.22,115.11,142,12,50,4,3,1,431,8,Potential Loyalists
13962,2011-04-08 11:21:00,2011-11-18 08:47:00,22,2,169.55,84.775,87,11,223,4,3,1,431,8,Potential Loyalists
13963,2010-12-07 09:21:00,2011-02-04 14:43:00,308,4,664.54,166.135,460,35,59,1,4,3,143,8,At Risk
13967,2011-07-17 12:02:00,2011-07-17 12:02:00,146,1,80.7,80.7,42,2,0,2,1,1,211,4,Lost / Low Value
13969,2010-12-09 19:32:00,2011-12-02 15:11:00,7,18,9053.94,502.99666666666667,4542,612,357,5,5,5,555,15,Champions
13971,2011-02-27 12:27:00,2011-11-21 12:06:00,19,8,2758.26,344.7825,1844,149,266,4,5,5,455,14,Champions
13972,2011-05-22 11:34:00,2011-09-30 11:54:00,71,2,190.25,95.125,187,15,131,3,3,1,331,7,Regular Customers
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,287,1,264.7,264.7,109,11,0,1,1,2,112,4,Lost / Low Value
13974,2011-10-21 14:41:00,2011-10-21 14:41:00,49,1,413.59,413.59,249,28,0,3,1,2,312,6,Regular Customers
13975,2011-03-08 12:19:00,2011-11-08 13:19:00,31,6,2526.28,421.0466666666667,1732,320,245,4,5,5,455,14,Champions
13976,2011-05-17 09:13:00,2011-05-17 09:13:00,207,1,357.98,357.98,154,10,0,1,1,2,112,4,Lost / Low Value
13978,2011-10-25 15:04:00,2011-11-25 11:36:00,15,2,196.79000000000002,98.39500000000001,315,15,30,4,3,1,431,8,Potential Loyalists
13979,2011-09-27 13:32:00,2011-09-27 13:32:00,73,1,869.87,869.87,639,54,0,2,1,3,213,6,Regular Customers
13980,2011-10-10 13:34:00,2011-10-10 13:34:00,60,1,200.14,200.14,172,11,0,3,1,1,311,5,Regular Customers
13982,2010-12-09 13:57:00,2011-10-31 16:24:00,39,4,1871.81,467.9525,1136,109,326,3,4,4,344,11,Loyal Customers
13983,2010-12-08 10:38:00,2011-11-10 11:06:00,30,12,2603.4300000000003,216.95250000000001,1183,105,337,4,5,5,455,14,Champions
13984,2010-12-08 15:58:00,2011-11-13 12:38:00,27,5,920.51,184.102,679,16,339,4,4,3,443,11,Loyal Customers
13985,2011-03-20 13:48:00,2011-12-05 17:06:00,4,15,7060.13,470.67533333333336,3445,349,260,5,5,5,555,15,Champions
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,17,1,320.46,320.46,430,12,0,4,1,2,412,7,New Customers
13988,2011-03-30 11:48:00,2011-11-20 10:15:00,20,6,4147.96,691.3266666666667,3044,234,234,4,5,5,455,14,Champions
13989,2011-04-14 15:39:00,2011-10-05 09:47:00,66,2,1266.0800000000002,633.0400000000001,1313,41,173,3,3,4,334,10,Big Spenders
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,213,1,311.3,311.3,190,16,0,1,1,2,112,4,Lost / Low Value
13991,2011-07-19 12:58:00,2011-11-27 16:18:00,12,6,855.97,142.66166666666666,998,80,131,5,5,3,553,13,Loyal Customers
13992,2011-11-09 15:23:00,2011-11-09 15:23:00,30,1,76.8,76.8,64,5,0,4,1,1,411,6,New Customers
13993,2011-01-13 10:43:00,2011-10-28 09:06:00,43,9,3466.36,385.1511111111111,900,121,287,3,5,5,355,13,Loyal Customers
13994,2011-07-14 18:28:00,2011-12-06 11:05:00,4,6,2313.14,385.5233333333333,940,144,144,5,5,5,555,15,Champions
13995,2011-04-08 08:20:00,2011-11-24 14:22:00,15,5,1393.69,278.738,879,86,230,4,4,4,444,12,Champions
13999,2010-12-13 11:23:00,2011-11-29 13:40:00,10,12,3901.81,325.1508333333333,2243,208,351,5,5,5,555,15,Champions
14000,2011-05-12 16:50:00,2011-05-12 16:50:00,211,1,635.66,635.66,710,15,0,1,1,3,113,5,Regular Customers
14001,2010-12-01 12:58:00,2011-10-25 10:31:00,46,3,2043.08,681.0266666666666,962,39,327,3,3,4,334,10,Big Spenders
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,134,2,529.73,264.865,877,47,22,2,3,3,233,8,At Risk
14004,2011-02-24 09:28:00,2011-10-27 14:40:00,43,7,4582.64,654.6628571428572,2668,171,245,3,5,5,355,13,Loyal Customers
14005,2011-05-08 10:33:00,2011-11-30 12:41:00,10,5,2874.7200000000003,574.9440000000001,2478,84,206,5,4,5,545,14,Champions
14006,2011-01-31 15:11:00,2011-08-16 09:39:00,116,3,962.19,320.73,641,30,196,2,3,4,234,9,At Risk
14009,2011-05-18 13:00:00,2011-05-25 15:47:00,198,2,695.61,347.805,365,42,7,1,3,3,133,7,At Risk
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,278,1,328.8,328.8,160,11,0,1,1,2,112,4,Lost / Low Value
14013,2011-03-09 08:59:00,2011-08-21 15:01:00,110,3,473.02,157.67333333333332,462,34,165,2,3,2,232,7,At Risk
14014,2011-09-23 13:18:00,2011-09-23 13:18:00,77,1,505.18,505.18,1076,39,0,2,1,3,213,6,Regular Customers
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,53,1,917.34,917.34,378,20,0,3,1,3,313,7,Regular Customers
14016,2010-12-17 14:21:00,2011-07-01 11:29:00,162,4,4341.21,1085.3025,2125,161,195,2,4,5,245,11,At Risk High Value
14019,2011-07-24 15:39:00,2011-10-24 10:13:00,47,3,1421.61,473.86999999999995,1037,66,91,3,3,4,334,10,Big Spenders
14020,2011-09-12 15:32:00,2011-11-23 09:22:00,17,2,642.8,321.4,441,39,71,4,3,3,433,10,Potential Loyalists
14021,2011-03-28 15:10:00,2011-07-07 15:46:00,155,3,631.9,210.63333333333333,192,22,101,2,3,3,233,8,At Risk
14022,2011-04-28 14:39:00,2011-04-28 14:39:00,225,1,440.0,440.0,487,28,0,1,1,2,112,4,Lost / Low Value
14023,2011-04-03 15:50:00,2011-12-02 13:58:00,7,2,584.0699999999999,292.03499999999997,345,31,242,5,3,3,533,11,Potential Loyalists
14024,2011-08-07 13:31:00,2011-08-10 11:30:00,122,2,327.7,163.85,150,16,2,2,3,2,232,7,At Risk
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,61,1,104.82,104.82,62,6,0,3,1,1,311,5,Regular Customers
14029,2011-07-18 16:57:00,2011-10-07 14:46:00,63,2,467.65999999999997,233.82999999999998,198,15,80,3,3,2,332,8,Regular Customers
14030,2010-12-08 16:11:00,2011-11-21 16:48:00,18,8,2360.09,295.01125,1479,241,348,4,5,5,455,14,Champions
14031,2010-12-02 16:34:00,2011-12-02 17:13:00,7,19,17286.86,909.8347368421053,5788,250,365,5,5,5,555,15,Champions
14032,2010-12-08 10:53:00,2011-12-07 15:23:00,2,11,2975.59,270.5081818181818,2032,143,364,5,5,5,555,15,Champions
14034,2011-07-05 13:06:00,2011-11-17 14:02:00,22,3,651.82,217.27333333333334,423,84,135,4,3,3,433,10,Potential Loyalists
14035,2011-02-15 12:48:00,2011-11-11 10:03:00,29,5,1428.02,285.604,739,65,268,4,4,4,444,12,Champions
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,285,1,626.65,626.65,268,38,0,1,1,3,113,5,Regular Customers
14037,2010-12-10 11:39:00,2011-06-16 13:57:00,176,2,147.2,73.6,46,28,188,2,3,1,231,6,At Risk
14038,2011-05-16 14:05:00,2011-09-22 13:37:00,78,3,1560.38,520.1266666666667,965,92,128,2,3,4,234,9,At Risk
14039,2011-11-06 13:48:00,2011-11-06 13:48:00,33,1,152.2,152.2,92,6,0,3,1,1,311,5,Regular Customers
14040,2011-01-12 14:57:00,2011-10-30 12:42:00,41,12,3614.92,301.24333333333334,1554,223,290,3,5,5,355,13,Loyal Customers
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,266,1,141.41,141.41,94,21,0,1,1,1,111,3,Lost / Low Value
14044,2011-02-03 11:39:00,2011-11-13 12:05:00,27,4,652.82,163.205,308,206,283,4,4,3,443,11,Loyal Customers
14045,2010-12-01 11:32:00,2011-08-22 15:27:00,109,4,1659.75,414.9375,535,6,264,2,4,4,244,10,At Risk High Value
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,284,1,154.99,154.99,460,14,0,1,1,1,111,3,Lost / Low Value
14047,2010-12-02 10:09:00,2011-12-01 11:43:00,9,5,1308.6100000000001,261.72200000000004,381,32,364,5,4,4,544,13,Champions
14048,2011-02-07 14:53:00,2011-02-07 14:53:00,305,1,409.93,409.93,288,83,0,1,1,2,112,4,Lost / Low Value
14049,2011-01-26 11:27:00,2011-11-23 12:20:00,17,4,5681.719999999999,1420.4299999999998,3870,476,301,4,4,5,445,13,Champions
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,32,2,746.36,373.18,689,54,74,4,3,3,433,10,Potential Loyalists
14051,2010-12-08 12:49:00,2011-12-09 10:20:00,1,23,15610.390000000001,678.7126086956522,3756,209,365,5,5,5,555,15,Champions
14052,2011-11-20 12:30:00,2011-11-20 12:30:00,20,1,225.36,225.36,89,56,0,4,1,1,411,6,New Customers
14053,2011-07-03 12:21:00,2011-08-07 14:27:00,124,2,260.25,130.125,215,3,35,2,3,2,232,7,At Risk
14054,2011-10-05 15:49:00,2011-10-05 15:49:00,65,1,92.46,92.46,62,6,0,3,1,1,311,5,Regular Customers
14055,2011-08-25 15:04:00,2011-08-25 15:04:00,106,1,725.6400000000001,725.6400000000001,216,10,0,2,1,3,213,6,Regular Customers
14056,2011-02-28 15:19:00,2011-12-08 13:36:00,1,23,8214.65,357.1586956521739,4273,1066,282,5,5,5,555,15,Champions
14057,2010-12-14 12:11:00,2011-11-16 10:32:00,24,17,6217.96,365.76235294117646,4876,283,336,4,5,5,455,14,Champions
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,267,1,183.6,183.6,128,8,0,1,1,1,111,3,Lost / Low Value
14060,2010-12-02 12:11:00,2011-12-05 12:29:00,5,19,6140.42,323.18,5386,202,368,5,5,5,555,15,Champions
14062,2010-12-10 15:56:00,2011-11-30 10:04:00,10,12,10464.85,872.0708333333333,5593,111,354,5,5,5,555,15,Champions
14064,2011-03-10 12:59:00,2011-11-10 13:14:00,29,5,1353.74,270.748,1788,71,245,4,4,4,444,12,Champions
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,267,1,152.55,152.55,45,7,0,1,1,1,111,3,Lost / Low Value
14067,2011-09-04 12:00:00,2011-10-07 10:21:00,64,2,374.7,187.35,361,52,32,3,3,2,332,8,Regular Customers
14068,2011-01-23 16:02:00,2011-01-23 16:02:00,320,1,265.85,265.85,73,22,0,1,1,2,112,4,Lost / Low Value
14071,2011-03-20 11:33:00,2011-12-06 12:27:00,4,8,1438.82,179.8525,995,321,261,5,5,4,554,14,Champions
14073,2011-11-07 15:49:00,2011-11-07 15:49:00,32,1,151.04,151.04,130,13,0,4,1,1,411,6,New Customers
14075,2011-03-23 16:35:00,2011-12-05 08:38:00,5,3,942.26,314.08666666666664,754,43,256,5,3,3,533,11,Potential Loyalists
14076,2011-08-02 15:19:00,2011-08-02 15:19:00,129,1,122.47,122.47,81,43,0,2,1,1,211,4,Lost / Low Value
14077,2011-03-10 15:52:00,2011-10-30 12:35:00,41,5,499.42,99.884,268,42,233,3,4,3,343,10,Loyal Customers
14078,2010-12-01 12:54:00,2011-08-30 12:16:00,102,6,1049.3700000000001,174.895,310,65,271,2,5,4,254,11,At Risk High Value
14079,2011-08-07 12:10:00,2011-08-07 12:10:00,125,1,375.1,375.1,301,12,0,2,1,2,212,5,Lost / Low Value
14080,2011-11-07 11:09:00,2011-11-07 11:09:00,33,1,45.6,45.6,48,4,0,3,1,1,311,5,Regular Customers
14081,2010-12-05 15:47:00,2011-02-10 16:17:00,302,2,934.52,467.26,596,145,67,1,3,3,133,7,At Risk
14082,2010-12-10 11:02:00,2010-12-10 11:02:00,365,1,182.25,182.25,110,28,0,1,1,1,111,3,Lost / Low Value
14083,2010-12-03 12:24:00,2011-12-05 13:14:00,4,9,1018.4300000000001,113.1588888888889,732,177,367,5,5,4,554,14,Champions
14085,2010-12-06 12:39:00,2011-12-07 13:46:00,2,18,4448.54,247.14111111111112,3184,445,366,5,5,5,555,15,Champions
14087,2011-12-07 12:41:00,2011-12-07 12:41:00,3,1,194.42,194.42,251,61,0,5,1,1,511,7,New Customers
14088,2011-01-21 13:07:00,2011-11-29 16:16:00,10,13,50491.81,3883.9853846153846,12665,589,312,5,5,5,555,15,Champions
14089,2011-10-14 10:38:00,2011-10-14 10:38:00,57,1,161.0,161.0,134,13,0,3,1,1,311,5,Regular Customers
14090,2011-01-19 10:51:00,2011-01-19 10:51:00,325,1,76.32000000000001,76.32000000000001,72,1,0,1,1,1,111,3,Lost / Low Value
14092,2010-12-16 15:47:00,2011-12-02 12:13:00,8,14,4076.91,291.2078571428571,2066,214,350,5,5,5,555,15,Champions
14093,2011-11-27 16:27:00,2011-11-27 16:27:00,12,1,442.85,442.85,406,95,0,5,1,2,512,8,New Customers
14096,2011-08-30 10:49:00,2011-12-05 17:17:00,4,17,65164.79,3833.2229411764706,16352,5080,97,5,5,5,555,15,Champions
14098,2011-11-03 10:13:00,2011-11-03 10:13:00,37,1,147.35,147.35,104,21,0,3,1,1,311,5,Regular Customers
14099,2010-12-20 11:14:00,2011-11-23 13:53:00,16,11,3104.17,282.1972727272727,2179,250,338,4,5,5,455,14,Champions
14100,2011-07-25 11:01:00,2011-07-25 11:01:00,138,1,194.9,194.9,64,24,0,2,1,1,211,4,Lost / Low Value
14101,2011-01-17 13:09:00,2011-09-27 12:28:00,74,6,5976.79,996.1316666666667,6942,35,252,2,5,5,255,12,At Risk High Value
14102,2011-10-26 12:46:00,2011-12-04 15:38:00,5,5,1360.28,272.056,961,56,39,5,4,4,544,13,Champions
14104,2011-06-27 12:49:00,2011-07-08 12:50:00,155,2,216.21,108.105,72,21,11,2,3,1,231,6,At Risk
14105,2011-04-14 17:58:00,2011-04-14 17:58:00,239,1,1266.23,1266.23,800,74,0,1,1,4,114,6,Big Spenders
14107,2010-12-10 13:29:00,2011-10-19 12:12:00,52,7,2703.23,386.17571428571426,1793,123,312,3,5,5,355,13,Loyal Customers
14108,2011-08-30 11:32:00,2011-11-09 10:41:00,31,2,597.91,298.955,381,34,70,4,3,3,433,10,Potential Loyalists
14109,2011-09-28 10:18:00,2011-09-28 10:18:00,73,1,144.2,144.2,88,9,0,2,1,1,211,4,Lost / Low Value
14110,2011-03-18 09:59:00,2011-12-06 12:26:00,4,12,5683.150000000001,473.59583333333336,2445,155,263,5,5,5,555,15,Champions
14111,2011-04-12 11:36:00,2011-11-25 13:44:00,14,4,692.85,173.2125,458,10,227,4,4,3,443,11,Loyal Customers
14112,2011-03-09 11:28:00,2011-11-17 12:30:00,23,7,2915.15,416.45,1651,160,253,4,5,5,455,14,Champions
14113,2010-12-20 12:14:00,2011-12-06 12:18:00,4,4,1840.42,460.105,745,34,351,5,4,4,544,13,Champions
14114,2011-01-13 11:05:00,2011-03-11 09:42:00,274,2,386.53,193.265,101,15,56,1,3,2,132,6,At Risk
14116,2011-08-10 12:44:00,2011-11-20 10:29:00,20,5,1382.74,276.548,707,72,101,4,4,4,444,12,Champions
14117,2011-07-19 09:49:00,2011-07-19 09:49:00,144,1,90.0,90.0,72,3,0,2,1,1,211,4,Lost / Low Value
14121,2011-10-11 10:39:00,2011-12-06 12:19:00,4,4,2780.15,695.0375,2082,159,56,5,4,5,545,14,Champions
14124,2011-09-16 13:32:00,2011-09-16 13:32:00,84,1,419.58,419.58,1618,4,0,2,1,2,212,5,Lost / Low Value
14125,2011-09-22 15:40:00,2011-11-29 12:47:00,11,3,2740.43,913.4766666666666,1640,166,67,5,3,5,535,13,Potential Loyalists
14126,2011-11-29 12:21:00,2011-12-02 11:45:00,8,3,706.13,235.37666666666667,508,15,2,5,3,3,533,11,Potential Loyalists
14127,2011-02-02 12:26:00,2011-08-09 10:49:00,123,3,709.71,236.57000000000002,321,44,187,2,3,3,233,8,At Risk
14128,2011-03-29 10:49:00,2011-10-10 12:00:00,61,2,637.5,318.75,564,46,195,3,3,3,333,9,Regular Customers
14129,2011-03-24 08:44:00,2011-12-08 11:02:00,2,5,1123.8600000000001,224.77200000000002,592,52,259,5,4,4,544,13,Champions
14130,2011-01-24 16:05:00,2011-01-24 16:05:00,319,1,483.86,483.86,258,66,0,1,1,2,112,4,Lost / Low Value
14132,2011-06-09 12:04:00,2011-12-07 13:35:00,2,11,3586.03,326.00272727272727,3368,200,181,5,5,5,555,15,Champions
14133,2011-01-28 11:27:00,2011-08-02 11:34:00,130,3,605.64,201.88,348,28,186,2,3,3,233,8,At Risk
14135,2010-12-02 10:27:00,2011-12-08 11:38:00,2,15,4690.31,312.68733333333336,3850,134,371,5,5,5,555,15,Champions
14138,2011-10-07 09:38:00,2011-12-08 12:44:00,2,2,982.3800000000001,491.19000000000005,610,46,62,5,3,4,534,12,Potential Loyalists
14139,2011-10-24 13:34:00,2011-10-24 13:34:00,46,1,415.82,415.82,510,26,0,3,1,2,312,6,Regular Customers
14140,2011-11-08 11:20:00,2011-12-06 09:05:00,4,2,935.05,467.525,811,66,27,5,3,3,533,11,Potential Loyalists
14141,2011-08-26 14:40:00,2011-12-07 09:53:00,3,4,915.1300000000001,228.78250000000003,355,40,102,5,4,3,543,12,Loyal Customers
14142,2010-12-01 16:33:00,2010-12-01 16:33:00,373,1,311.81,311.81,313,22,0,1,1,2,112,4,Lost / Low Value
14143,2011-07-29 09:48:00,2011-07-29 09:48:00,134,1,115.8,115.8,30,7,0,2,1,1,211,4,Lost / Low Value
14145,2011-05-06 13:01:00,2011-10-24 12:10:00,47,4,3742.2,935.55,756,11,170,3,4,5,345,12,Loyal Customers
14146,2010-12-17 15:52:00,2011-12-01 10:18:00,9,5,4191.0,838.2,2437,210,348,5,4,5,545,14,Champions
14147,2011-02-27 11:42:00,2011-09-22 18:10:00,78,2,483.40000000000003,241.70000000000002,108,5,207,2,3,2,232,7,At Risk
14148,2011-04-20 12:02:00,2011-04-20 12:02:00,234,1,157.2,157.2,16,3,0,1,1,1,111,3,Lost / Low Value
14149,2011-05-03 09:44:00,2011-05-03 09:44:00,221,1,446.62,446.62,218,28,0,1,1,2,112,4,Lost / Low Value
14150,2010-12-15 10:04:00,2011-11-04 10:05:00,36,2,658.6400000000001,329.32000000000005,496,26,324,3,3,3,333,9,Regular Customers
14152,2011-04-19 15:46:00,2011-09-25 12:54:00,75,2,621.29,310.645,711,49,158,2,3,3,233,8,At Risk
14154,2011-04-14 15:58:00,2011-04-14 16:26:00,239,2,1345.62,672.81,465,52,0,1,3,4,134,8,At Risk
14155,2011-03-18 14:13:00,2011-03-18 14:13:00,266,1,118.75,118.75,25,6,0,1,1,1,111,3,Lost / Low Value
14156,2010-12-03 11:48:00,2011-11-30 10:54:00,10,55,117379.63,2134.175090909091,57885,1393,361,5,5,5,555,15,Champions
14157,2011-02-27 13:04:00,2011-11-20 11:32:00,20,2,432.88,216.44,284,45,265,4,3,2,432,9,Potential Loyalists
14158,2011-10-30 15:08:00,2011-10-30 15:08:00,40,1,507.66,507.66,781,41,0,3,1,3,313,7,Regular Customers
14159,2010-12-12 11:17:00,2011-11-20 12:36:00,20,11,4693.01,426.6372727272728,4408,1136,343,4,5,5,455,14,Champions
14161,2010-12-05 13:18:00,2011-05-08 11:41:00,216,3,1110.52,370.17333333333335,455,101,153,1,3,4,134,8,At Risk
14162,2011-02-20 12:32:00,2011-06-19 11:36:00,174,2,289.36,144.68,142,25,118,2,3,2,232,7,At Risk
14163,2011-04-14 17:33:00,2011-09-13 15:18:00,87,4,2445.91,611.4775,893,52,151,2,4,5,245,11,At Risk High Value
14164,2011-09-20 12:18:00,2011-09-30 12:24:00,71,2,1631.77,815.885,1033,29,10,3,3,4,334,10,Big Spenders
14165,2011-03-09 12:39:00,2011-03-09 12:39:00,276,1,122.54,122.54,54,23,0,1,1,1,111,3,Lost / Low Value
14167,2011-01-12 15:44:00,2011-10-31 14:29:00,39,4,574.84,143.71,150,48,291,3,4,3,343,10,Loyal Customers
14171,2011-09-02 16:43:00,2011-09-02 16:43:00,98,1,363.79,363.79,167,57,0,2,1,2,212,5,Lost / Low Value
14173,2011-05-04 14:03:00,2011-11-29 11:54:00,11,4,450.84000000000003,112.71000000000001,150,29,208,5,4,2,542,11,Regular Customers
14174,2011-11-06 13:17:00,2011-11-06 13:17:00,33,1,134.46,134.46,94,26,0,3,1,1,311,5,Regular Customers
14175,2011-01-14 12:22:00,2011-10-11 11:55:00,60,3,3222.3,1074.1000000000001,1515,149,269,3,3,5,335,11,Big Spenders
14176,2010-12-07 11:45:00,2011-02-15 13:12:00,297,4,576.9000000000001,144.22500000000002,209,31,70,1,4,3,143,8,At Risk
14177,2011-06-13 11:10:00,2011-09-14 15:11:00,86,4,559.41,139.8525,205,41,93,2,4,3,243,9,At Risk
14178,2011-06-10 12:51:00,2011-12-01 12:01:00,9,7,1620.93,231.5614285714286,1505,309,173,5,5,4,554,14,Champions
14179,2011-10-18 14:00:00,2011-10-30 12:07:00,41,2,719.7800000000001,359.89000000000004,330,145,11,3,3,3,333,9,Regular Customers
14180,2010-12-02 13:08:00,2011-11-29 10:56:00,11,25,4748.52,189.94080000000002,719,240,361,5,5,5,555,15,Champions
14184,2011-10-04 12:43:00,2011-10-04 12:43:00,67,1,452.89,452.89,127,24,0,3,1,2,312,6,Regular Customers
14185,2011-01-12 13:52:00,2011-01-12 13:52:00,331,1,197.65,197.65,6,3,0,1,1,1,111,3,Lost / Low Value
14188,2011-02-02 13:46:00,2011-11-09 12:45:00,31,6,2054.36,342.3933333333334,1162,65,279,4,5,4,454,13,Champions
14189,2010-12-06 11:42:00,2011-12-07 15:55:00,2,15,4654.08,310.272,3937,265,366,5,5,5,555,15,Champions
14191,2011-05-03 10:30:00,2011-12-08 09:23:00,2,13,4684.76,360.36615384615385,3662,259,218,5,5,5,555,15,Champions
14193,2011-03-15 11:38:00,2011-10-03 09:34:00,68,2,853.3900000000001,426.69500000000005,445,42,201,3,3,3,333,9,Regular Customers
14194,2011-02-04 14:51:00,2011-12-05 10:38:00,5,21,11349.52,540.4533333333334,5840,579,303,5,5,5,555,15,Champions
14195,2011-04-01 16:50:00,2011-05-22 10:29:00,202,2,1012.0,506.0,760,7,50,1,3,4,134,8,At Risk
14196,2011-08-25 10:25:00,2011-08-25 10:25:00,107,1,335.52,335.52,142,6,0,2,1,2,212,5,Lost / Low Value
14198,2011-04-14 14:54:00,2011-11-21 16:35:00,18,4,701.4000000000001,175.35000000000002,290,39,221,4,4,3,443,11,Loyal Customers
14199,2011-05-05 13:44:00,2011-05-05 13:44:00,218,1,185.4,185.4,28,2,0,1,1,1,111,3,Lost / Low Value
14201,2010-12-15 13:25:00,2011-10-10 13:27:00,60,7,747.44,106.77714285714286,590,37,299,3,5,3,353,11,Loyal Customers
14204,2011-12-07 13:38:00,2011-12-07 13:38:00,2,1,161.03,161.03,82,36,0,5,1,1,511,7,New Customers
14205,2011-03-20 15:07:00,2011-11-23 10:55:00,17,2,466.70000000000005,233.35000000000002,204,24,247,4,3,2,432,9,Potential Loyalists
14206,2011-04-14 16:38:00,2011-04-14 16:38:00,239,1,328.16,328.16,276,20,0,1,1,2,112,4,Lost / Low Value
14208,2011-09-06 12:48:00,2011-09-06 12:48:00,95,1,151.74,151.74,114,10,0,2,1,1,211,4,Lost / Low Value
14209,2011-01-11 12:56:00,2011-11-29 10:18:00,11,6,2073.43,345.57166666666666,691,87,321,5,5,5,555,15,Champions
14210,2010-12-03 12:43:00,2011-08-26 12:36:00,106,6,1905.8400000000001,317.64000000000004,760,102,265,2,5,4,254,11,At Risk High Value
14211,2011-02-17 15:50:00,2011-10-17 13:23:00,53,9,2241.1,249.0111111111111,1242,112,241,3,5,5,355,13,Loyal Customers
14212,2011-09-11 12:45:00,2011-09-11 12:45:00,90,1,1070.48,1070.48,1152,9,0,2,1,4,214,7,Big Spenders
14214,2011-03-07 12:26:00,2011-11-09 10:31:00,31,5,1004.38,200.876,751,67,246,4,4,4,444,12,Champions
14215,2010-12-06 15:34:00,2011-11-28 12:19:00,12,6,1789.72,298.2866666666667,1358,108,356,5,5,4,554,14,Champions
14216,2011-11-02 10:51:00,2011-12-06 14:56:00,3,4,1839.3,459.825,594,59,34,5,4,4,544,13,Champions
